ParticipantID,SourceType,SourceLocation,Code,Category,Theme,MethodDiscussed,TaskDiscussed,Valence,ResearchQuestion,RelatedQuantitativeResult,EvidenceClassification,IncludedInManuscript,QuotationID
SITE1/P12,INTERVIEW,SITE1/P12/interview/Q4,DESTINATION_AREA_PREVIEW,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ2,spatial awareness; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,INTERVIEW,SITE1/P12/interview/Q4,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,INTERVIEW,SITE1/P12/interview/Q5,DESTINATION_OCCLUSION,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ2,landing precision; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,INTERVIEW,SITE1/P12/interview/Q5,DISTANCE_ESTIMATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ2,distance-awareness composite,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,INTERVIEW,SITE1/P12/interview/Q5,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,INTERVIEW,SITE1/P12/interview/Q5,CONTROL_SENSITIVITY_AND_RELEASE,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ1/RQ3,landing error; corrective teleports,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,INTERVIEW,SITE1/P12/interview/Q5,SPATIAL_ORIENTATION_DISRUPTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,QUESTIONNAIRE_FREE_TEXT,SITE1/P12/questionnaire/POST_CONDITION_COMMENT,DESTINATION_OCCLUSION,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ2,landing precision; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,QUESTIONNAIRE_FREE_TEXT,SITE1/P12/questionnaire/POST_CONDITION_COMMENT,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,QUESTIONNAIRE_FREE_TEXT,SITE1/P12/questionnaire/POST_CONDITION_COMMENT,REORIENTATION_AND_TURNING_COST,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Minimap,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ2,latency; head rotation; yaw/pitch,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,QUESTIONNAIRE_FREE_TEXT,SITE1/P12/questionnaire/POST_CONDITION_COMMENT,HYBRID_CONFIGURATION,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Minimap,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ3,none directly,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,QUESTIONNAIRE_FREE_TEXT,SITE1/P12/questionnaire/POST_CONDITION_COMMENT,DESTINATION_AREA_PREVIEW,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Tsunami,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial awareness; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,QUESTIONNAIRE_FREE_TEXT,SITE1/P12/questionnaire/POST_CONDITION_COMMENT,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P12,QUESTIONNAIRE_FREE_TEXT,SITE1/P12/questionnaire/POST_CONDITION_COMMENT,DISTANCE_ESTIMATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ2,distance-awareness composite,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q1,PRIOR_FAMILIARITY,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ3,usability; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q2,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTIPLE,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q3,REPEATED_TELEPORT_COST,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",UNCERTAIN_OR_CONFOUNDED,RQ1,route time; teleport count,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q3,REORIENTATION_AND_TURNING_COST,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",UNCERTAIN_OR_CONFOUNDED,RQ2,latency; head rotation; yaw/pitch,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q3,CYBERSICKNESS_AND_BODILY_DISCOMFORT,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",UNCERTAIN_OR_CONFOUNDED,RQ3,CSQ-VR,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q3,TRAVERSAL_EFFICIENCY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ1,route time; teleport count; path efficiency,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q3,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q3,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q4,HYBRID_CONFIGURATION,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,MULTIPLE,APPLICATION_CONTEXT_OR_GENERAL,NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ3,none directly,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,MULTIPLE,APPLICATION_CONTEXT_OR_GENERAL,NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,MULTI_OR_UNSPECIFIED,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,INTERVIEW,SITE1/P18/interview/Q5,CYBERSICKNESS_AND_BODILY_DISCOMFORT,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",ANTICIPATED_NOT_EXPERIENCED,RQ3,CSQ-VR,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P18,QUESTIONNAIRE_FREE_TEXT,SITE1/P18/questionnaire/POST_CONDITION_COMMENT,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,POST_METHOD_BLOCK,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q1,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q2,TELEPORT_PATH_VISIBILITY,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ2,landing precision,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q2,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q3,VISUAL_UI_PRESENTATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ3,workload; usability,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE;POSITIVE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q4,ENJOYMENT_AND_AESTHETIC_APPEAL,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE;POSITIVE,RQ3,fun ranking; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE;POSITIVE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,CONDITIONAL,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,CONDITIONAL,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q4,ENVIRONMENT_GEOMETRY_CONSTRAINT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,CONDITIONAL,RQ1,method-by-route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q5,VISUAL_UI_PRESENTATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ3,workload; usability,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,INTERVIEW,SITE2/P02/interview/Q5,PHYSICAL_ERGONOMICS,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ3,RAW-TLX,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,QUESTIONNAIRE_FREE_TEXT,SITE2/P02/questionnaire/POST_CONDITION_COMMENT,PERCEIVED_REALISM_AND_COHERENCE,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Baseline,POST_METHOD_BLOCK,ENHANCED,RQ3,usability; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P02,QUESTIONNAIRE_FREE_TEXT,SITE2/P02/questionnaire/POST_CONDITION_COMMENT,ENVIRONMENT_GEOMETRY_CONSTRAINT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1,method-by-route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q1,TELEPORT_PATH_VISIBILITY,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",ENHANCED,RQ1/RQ2,landing precision,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q1,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",ENHANCED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q1,PERCEIVED_REALISM_AND_COHERENCE,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",ENHANCED,RQ3,usability; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q2,PRIOR_FAMILIARITY,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ3,usability; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q2,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q2,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q3,MAP_FRAME_ALIGNMENT,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",INCREASED,RQ2/RQ3,yaw/pitch; head rotation; workload,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q3,COGNITIVE_AND_INTERACTION_WORKLOAD,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",INCREASED,RQ3,RAW-TLX,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q4,ENVIRONMENT_GEOMETRY_CONSTRAINT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1,method-by-route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q4,VISUAL_UI_PRESENTATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ3,workload; usability,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,MIXED;SUITABLE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,YES_AS_QUOTATION,Q-T3-01
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q4,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,MIXED;SUITABLE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,YES_AS_QUOTATION,Q-T3-01
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q4,CONTROL_SENSITIVITY_AND_RELEASE,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,MIXED;SUITABLE,RQ1/RQ3,landing error; corrective teleports,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,YES_AS_QUOTATION,Q-T3-01
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,MIXED;SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,YES_AS_QUOTATION,Q-T3-01
SITE2/P03,INTERVIEW,SITE2/P03/interview/Q5,NO_SUBSTANTIVE_CODE,AUDIT_ONLY_OR_SECONDARY,NONE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,NONE,NONE,EXPLICIT_NO_ADDITIONAL_COMMENT_OR_NONCONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,QUESTIONNAIRE_FREE_TEXT,SITE2/P03/questionnaire/POST_CONDITION_COMMENT,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,QUESTIONNAIRE_FREE_TEXT,SITE2/P03/questionnaire/POST_CONDITION_COMMENT,SPATIAL_ORIENTATION_DISRUPTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Baseline,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P03,QUESTIONNAIRE_FREE_TEXT,SITE2/P03/questionnaire/POST_CONDITION_COMMENT,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
