ParticipantID,SourceType,SourceLocation,Code,Category,Theme,MethodDiscussed,TaskDiscussed,Valence,ResearchQuestion,RelatedQuantitativeResult,EvidenceClassification,IncludedInManuscript,QuotationID
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q1,WALKING_LIKE_INCREMENTAL_MOVEMENT,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,route time; spatial awareness,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q1,ENVIRONMENT_GEOMETRY_CONSTRAINT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ1,method-by-route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q2,DESTINATION_AREA_PREVIEW,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial awareness; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q2,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q3,MAP_FRAME_ALIGNMENT,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2/RQ3,yaw/pitch; head rotation; workload,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q3,ENVIRONMENTAL_ATTENTION_REDUCED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,head rotation; latency; spatial awareness,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,POSITIVE;SUITABLE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q4,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,APPLICATION_CONTEXT_OR_GENERAL,POSITIVE;SUITABLE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,POSITIVE;SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q4,DESTINATION_AREA_PREVIEW,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ2,spatial awareness; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q4,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q5,MAP_FRAME_ALIGNMENT,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2/RQ3,yaw/pitch; head rotation; workload,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q5,DISTANCE_ESTIMATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,distance-awareness composite,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,INTERVIEW,SITE2/P01/interview/Q5,VISUAL_UI_PRESENTATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ3,workload; usability,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,QUESTIONNAIRE_FREE_TEXT,SITE2/P01/questionnaire/POST_CONDITION_COMMENT,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Baseline,POST_METHOD_BLOCK,NEGATIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,QUESTIONNAIRE_FREE_TEXT,SITE2/P01/questionnaire/POST_CONDITION_COMMENT,MAP_FRAME_ALIGNMENT,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,Minimap,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ2/RQ3,yaw/pitch; head rotation; workload,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,QUESTIONNAIRE_FREE_TEXT,SITE2/P01/questionnaire/POST_CONDITION_COMMENT,ENVIRONMENTAL_ATTENTION_REDUCED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Minimap,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ2,head rotation; latency; spatial awareness,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,QUESTIONNAIRE_FREE_TEXT,SITE2/P01/questionnaire/POST_CONDITION_COMMENT,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,POST_METHOD_BLOCK,NEGATIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,QUESTIONNAIRE_FREE_TEXT,SITE2/P01/questionnaire/POST_CONDITION_COMMENT,TRAVERSAL_EFFICIENCY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,POST_METHOD_BLOCK,NEGATIVE,RQ1,route time; teleport count; path efficiency,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P01,QUESTIONNAIRE_FREE_TEXT,SITE2/P01/questionnaire/POST_CONDITION_COMMENT,ENVIRONMENT_GEOMETRY_CONSTRAINT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,POST_METHOD_BLOCK,NEGATIVE,RQ1,method-by-route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q1,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q1,CONTROL_SENSITIVITY_AND_RELEASE,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ1/RQ3,landing error; corrective teleports,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q2,WALKING_LIKE_INCREMENTAL_MOVEMENT,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,route time; spatial awareness,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q2,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q3,LEARNING_AND_ACCLIMATIZATION,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ3,within-method latency and head-rotation trends,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q3,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,CONDITIONAL,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,CONDITIONAL,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q4,ENVIRONMENT_GEOMETRY_CONSTRAINT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,CONDITIONAL,RQ1,method-by-route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q4,HYBRID_CONFIGURATION,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,none directly,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,INTERVIEW,SITE2/P04/interview/Q5,CONTROL_SENSITIVITY_AND_RELEASE,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ3,landing error; corrective teleports,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,QUESTIONNAIRE_FREE_TEXT,SITE2/P04/questionnaire/POST_CONDITION_COMMENT,VISUAL_UI_PRESENTATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ3,workload; usability,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P04,QUESTIONNAIRE_FREE_TEXT,SITE2/P04/questionnaire/POST_CONDITION_COMMENT,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,POST_METHOD_BLOCK,NEGATIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,INTERVIEW,SITE2/P05/interview/Q1,PRIOR_FAMILIARITY,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ3,usability; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,INTERVIEW,SITE2/P05/interview/Q2,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,INTERVIEW,SITE2/P05/interview/Q3,MAP_FRAME_ALIGNMENT,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2/RQ3,yaw/pitch; head rotation; workload,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,INTERVIEW,SITE2/P05/interview/Q3,PHYSICAL_ERGONOMICS,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ3,RAW-TLX,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,INTERVIEW,SITE2/P05/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,MULTI_OR_UNSPECIFIED,APPLICATION_CONTEXT_OR_GENERAL,NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,INTERVIEW,SITE2/P05/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,MULTI_OR_UNSPECIFIED,APPLICATION_CONTEXT_OR_GENERAL,NOT_EXPLICITLY_CLASSIFIED,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,INTERVIEW,SITE2/P05/interview/Q5,ENJOYMENT_AND_AESTHETIC_APPEAL,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ3,fun ranking; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,INTERVIEW,SITE2/P05/interview/Q5,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,QUESTIONNAIRE_FREE_TEXT,SITE2/P05/questionnaire/POST_CONDITION_COMMENT,TRAVERSAL_EFFICIENCY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1,route time; teleport count; path efficiency,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,QUESTIONNAIRE_FREE_TEXT,SITE2/P05/questionnaire/POST_CONDITION_COMMENT,MAP_FRAME_ALIGNMENT,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,Minimap,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ2/RQ3,yaw/pitch; head rotation; workload,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,QUESTIONNAIRE_FREE_TEXT,SITE2/P05/questionnaire/POST_CONDITION_COMMENT,IMMERSION_AND_PRESENCE,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Tsunami,POST_METHOD_BLOCK,PRESERVED;POSITIVE,RQ2/RQ3,environmental continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,QUESTIONNAIRE_FREE_TEXT,SITE2/P05/questionnaire/POST_CONDITION_COMMENT,ENJOYMENT_AND_AESTHETIC_APPEAL,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Tsunami,POST_METHOD_BLOCK,PRESERVED;POSITIVE,RQ3,fun ranking; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P05,QUESTIONNAIRE_FREE_TEXT,SITE2/P05/questionnaire/POST_CONDITION_COMMENT,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,POST_METHOD_BLOCK,PRESERVED;POSITIVE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q1,TELEPORT_PATH_VISIBILITY,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ1/RQ2,landing precision,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q1,ENJOYMENT_AND_AESTHETIC_APPEAL,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ3,fun ranking; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q2,DESTINATION_AREA_PREVIEW,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial awareness; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q2,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q3,SPATIAL_ORIENTATION_DISRUPTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,POSITIVE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q4,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Baseline,APPLICATION_CONTEXT_OR_GENERAL,POSITIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,NOT_EXPLICITLY_CLASSIFIED,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q4,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,APPLICATION_CONTEXT_OR_GENERAL,MIXED,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q5,LEARNING_AND_ACCLIMATIZATION,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ3,within-method latency and head-rotation trends,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q5,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE2/P15,INTERVIEW,SITE2/P15/interview/Q5,LEARNING_AND_ACCLIMATIZATION,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ3,within-method latency and head-rotation trends,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
