ParticipantUID,Method,Distance,Trial,SourceFile,HoldTime,LandingOffset_x,LandingOffset_z,OutlierError,GroupMedianError,GroupIQR,UpperFence,MatchingRepetitionCount,PeerError1,PeerError2,PeerMedianError,PeerErrorRange,OutlierToPeerMedianRatio,BothPeersWithinGroupFence,PeersSimilarAtGroupIQRScale,SupportsIsolatedFailure,VeryStrongIsolatedPattern,Interpretation,RawLogPath,AimSourceRow,TeleportSourceRow,AppearSourceRow,RawSequenceVerified,ProcessedErrorMatchesRaw,TargetConsistentTeleportToAppear,PHPosAvailable,PHPosToLandingDistance,SelectedPointMatchesLanding,DirectSelectionEvidence,ErrorFractionOfNominalDistance,LargeProtocolDeviation25Percent,ProcessedHoldTime,RawAimToTeleportTime,HoldTimeMatchesRaw,RapidConfirmThresholdSeconds,VeryLowAimToTeleportTime,RecommendedExclude,DecisionReason,RepeatedGrossDeviationCount,RepeatedFailureGroup,RepeatedFailureTrialExclude
SITE2_P12,baseline,200,6,P12_precision_baseline_0.csv,5.069,16.299999999999997,1.2,16.344,5.036,4.6995000000000005,14.681750000000001,2,0.9,14.473,7.6865000000000006,13.573,2.1263253756586225,true,false,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P12/P12_precision_baseline_0.csv,18,19,20,true,true,true,false,nan,false,true,0.08172056044839632,false,5.069,5.069,true,0.25,false,false,Retain: matching repetitions do not support one isolated failure.,0,false,false
SITE2_P12,tsunami,100,2,P12_precision_tsunami_4.csv,3.715,11.2,0.4,11.207,2.717,3.7375,10.768249999999998,2,5.923,6.801,6.362,0.8780000000000001,1.7615529707639108,true,true,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P12/P12_precision_tsunami_4.csv,6,7,8,true,true,true,true,0,true,true,0.11207140580897518,false,3.715,3.715,true,0.25,false,false,Retain: matching repetitions do not support one isolated failure.,0,false,false
SITE2_P13,tsunami,200,3,P13_precision_tsunami_8.csv,0.134,-116.8,5,116.907,3.454,4.4595,13.39575,2,6.119,17.257,11.688,11.138000000000002,10.002310061601642,false,false,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P13/P13_precision_tsunami_8.csv,9,10,11,true,true,true,true,0,true,true,0.5845348578143138,true,0.134,0.134,true,0.25,true,true,Upper-IQR trial; error >=25% of nominal distance; verified aim-to-teleport interval <0.25 s; raw selected/landing point verified.,1,false,false
SITE2_P13,tsunami,200,6,P13_precision_tsunami_8.csv,2.095,17.199999999999996,1.4,17.257,3.454,4.4595,13.39575,2,6.119,116.907,61.513,110.788,0.28054232438671506,false,false,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P13/P13_precision_tsunami_8.csv,18,19,20,true,true,true,true,0,true,true,0.08628441342444182,false,2.095,2.095,true,0.25,false,false,Retain: matching repetitions do not support one isolated failure.,1,false,false
SITE2_P13,baseline,200,3,P13_precision_baseline_4.csv,4.319,15.299999999999997,0.3,15.303,5.036,4.6995000000000005,14.681750000000001,2,3.812,6.562,5.187,2.7500000000000004,2.9502602660497397,true,true,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P13/P13_precision_baseline_4.csv,9,10,11,true,true,true,false,nan,false,true,0.07651470446914108,false,4.319,4.319,true,0.25,false,false,Retain: matching repetitions do not support one isolated failure.,0,false,false
SITE2_P14,map,100,5,P14_precision_map_0.csv,1.722,-100.4,44.2,109.699,4.342,4.4670000000000005,13.6005,2,3.985,8.472,6.2284999999999995,4.487,17.612426748013167,true,false,true,false,Supports one isolated failure: both other repetitions are in range,SITE2/P14/P14_precision_map_0.csv,15,16,17,true,true,true,true,0,true,true,1.0969867820534576,true,1.722,1.722,true,0.25,false,true,Isolated upper-IQR trial; error >=25% of nominal distance; two matching repetitions in range; raw selected/landing point verified.,1,false,false
SITE2_P14,baseline,50,1,P14_precision_baseline_4.csv,1.305,-66,-1.3,66.013,1.7,2.0340000000000003,6.0875,2,12.406,46.557,29.4815,34.151,2.239133015619965,false,false,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P14/P14_precision_baseline_4.csv,3,4,5,true,true,true,false,nan,false,true,1.3202560357748794,true,1.305,1.305,true,0.25,false,true,Repeated failed-manipulation group: at least two raw-verified upper-IQR trials have error >=25% of nominal distance; exclude all raw-verified upper-IQR candidates in the group.,2,true,true
SITE2_P14,baseline,50,7,P14_precision_baseline_4.csv,0.306,-46.5,2.3,46.557,1.7,2.0340000000000003,6.0875,2,12.406,66.013,39.209500000000006,53.607000000000006,1.1873908109004194,false,false,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P14/P14_precision_baseline_4.csv,21,22,23,true,true,true,false,nan,false,true,0.931136939445536,true,0.306,0.306,true,0.25,false,true,Repeated failed-manipulation group: at least two raw-verified upper-IQR trials have error >=25% of nominal distance; exclude all raw-verified upper-IQR candidates in the group.,2,true,true
SITE2_P14,baseline,200,9,P14_precision_baseline_4.csv,1.346,33.4,2.4,33.486,5.036,4.6995000000000005,14.681750000000001,2,13.634,18.851,16.2425,5.216999999999999,2.0616284438971832,false,false,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P14/P14_precision_baseline_4.csv,27,28,29,true,true,true,false,nan,false,true,0.1674305826305338,false,1.346,1.346,true,0.25,false,false,Retain: matching repetitions do not support one isolated failure.,0,false,false
SITE2_P14,baseline,200,6,P14_precision_baseline_4.csv,0.931,-18.400000000000006,4.1,18.851,5.036,4.6995000000000005,14.681750000000001,2,13.634,33.486,23.56,19.851999999999997,0.8001273344651952,false,false,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P14/P14_precision_baseline_4.csv,18,19,20,true,true,true,false,nan,false,true,0.0942562995242228,false,0.931,0.931,true,0.25,false,false,Retain: matching repetitions do not support one isolated failure.,0,false,false
SITE2_P14,baseline,100,5,P14_precision_baseline_4.csv,0.514,-12.599999999999998,4.6,13.413,2.72,2.4644999999999997,7.8942499999999995,2,2.602,2.968,2.785,0.3660000000000001,4.816157989228007,true,true,true,true,Very strong: one extreme trial between two similar in-range repetitions,SITE2/P14/P14_precision_baseline_4.csv,15,16,17,true,true,true,false,nan,false,true,0.1341342610968577,false,0.514,0.514,true,0.25,false,false,Retain: isolated outlier but below the conservative 25% distance threshold.,0,false,false
SITE2_P14,baseline,50,4,P14_precision_baseline_4.csv,1.611,-12.400000000000006,0.4,12.406,1.7,2.0340000000000003,6.0875,2,46.557,66.013,56.285000000000004,19.456000000000003,0.22041396464422136,false,false,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P14/P14_precision_baseline_4.csv,12,13,14,true,true,true,false,nan,false,true,0.24812899870833327,false,1.611,1.611,true,0.25,false,true,Repeated failed-manipulation group: at least two raw-verified upper-IQR trials have error >=25% of nominal distance; exclude all raw-verified upper-IQR candidates in the group.,2,true,true
SITE2_P15,map,50,1,P15_precision_map_0.csv,22.734,15.799999999999997,5.1,16.603,5.016,4.943499999999999,15.230249999999998,2,2.581,3.114,2.8475,0.5329999999999999,5.830728709394205,true,true,true,true,Very strong: one extreme trial between two similar in-range repetitions,SITE2/P15/P15_precision_map_0.csv,3,4,5,true,true,true,true,0,true,true,0.3320542124412819,true,22.734,22.734,true,0.25,false,true,Isolated upper-IQR trial; error >=25% of nominal distance; two matching repetitions in range; raw selected/landing point verified.,1,false,false
SITE2_P16,tsunami,100,8,P16_precision_tsunami_0.csv,1.768,-11.5,-3.2,11.937,2.717,3.7375,10.768249999999998,2,1.393,3.106,2.2495,1.7129999999999999,5.3065125583462995,true,true,true,true,Very strong: one extreme trial between two similar in-range repetitions,SITE2/P16/P16_precision_tsunami_0.csv,24,25,26,true,true,true,true,0,true,true,0.11936917525056456,false,1.768,1.768,true,0.25,false,false,Retain: isolated outlier but below the conservative 25% distance threshold.,0,false,false
SITE2_P16,tsunami,50,1,P16_precision_tsunami_0.csv,3.839,-8.600000000000009,0,8.6,2.309,2.9699999999999998,8.43,2,2.807,4.374,3.5904999999999996,1.5669999999999997,2.3952095808383236,true,true,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P16/P16_precision_tsunami_0.csv,3,4,5,true,true,true,true,0,true,true,0.17200000000000018,false,3.839,3.839,true,0.25,false,false,Retain: matching repetitions do not support one isolated failure.,0,false,false
SITE2_P17,tsunami,200,9,P17_precision_tsunami_0.csv,2.214,-17,-3.9,17.442,3.454,4.4595,13.39575,2,1.253,1.523,1.388,0.27,12.56628242074928,true,true,true,true,Very strong: one extreme trial between two similar in-range repetitions,SITE2/P17/P17_precision_tsunami_0.csv,27,28,29,true,true,true,true,0,true,true,0.08720808448762077,false,2.214,2.214,true,0.25,false,false,Retain: isolated outlier but below the conservative 25% distance threshold.,0,false,false
SITE2_P18,map,50,1,P18_precision_map_4.csv,8.653,-45.5,2.4,45.563,5.016,4.943499999999999,15.230249999999998,2,1.616,1.942,1.779,0.32599999999999985,25.611579539066895,true,true,true,true,Very strong: one extreme trial between two similar in-range repetitions,SITE2/P18/P18_precision_map_4.csv,3,4,5,true,true,true,true,0,true,true,0.9112650547453249,true,8.653,8.653,true,0.25,false,true,Isolated upper-IQR trial; error >=25% of nominal distance; two matching repetitions in range; raw selected/landing point verified.,1,false,false
SITE2_P18,tsunami,200,3,P18_precision_tsunami_0.csv,2.305,-16.200000000000003,-2.7,16.423,3.454,4.4595,13.39575,2,5.901,8.11,7.0055,2.2089999999999996,2.3443009064306617,true,true,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P18/P18_precision_tsunami_0.csv,9,10,11,true,true,true,true,0,true,true,0.08211729415902598,false,2.305,2.305,true,0.25,false,false,Retain: matching repetitions do not support one isolated failure.,0,false,false
SITE2_P18,map,100,2,P18_precision_map_4.csv,14.626,14.000000000000004,1.5,14.08,4.342,4.4670000000000005,13.6005,2,1.879,7.923,4.901,6.0440000000000005,2.872883085084677,true,false,false,false,"Outlier present, but the other repetitions do not uniquely support an isolated failure",SITE2/P18/P18_precision_map_4.csv,6,7,8,true,true,true,true,0,true,true,0.14080127840328727,false,14.626,14.626,true,0.25,false,false,Retain: matching repetitions do not support one isolated failure.,0,false,false
