ParticipantUID,ParticipantID,Location,Method,Route,MethodOrder,Run,CheckpointIndex,SourceFile,FirstAimSourceRow,FirstTeleportSourceRow,FirstAppearSourceRow,FinalAppearSourceRow,ProgressBannerSourceRow,FirstAimTimestamp,FirstTeleportTimestamp,FirstAppearTimestamp,FinalAppearTimestamp,ProgressBannerTimestamp,StartPos_x,StartPos_y,StartPos_z,TargetPos_x,TargetPos_y,TargetPos_z,FirstLandingPos_x,FirstLandingPos_y,FirstLandingPos_z,FinalLandingPos_x,FinalLandingPos_y,FinalLandingPos_z,InitialTargetDistance2D,InitialTargetDistance3D,FirstTeleportDistance2D,FirstTeleportDistance3D,FirstLandingError2D,FirstLandingError3D,FinalLandingError2D,FinalLandingError3D,DirectHit,CorrectionCount,TeleportCountToCheckpoint,AllCorrectionsUnder100m,ContainsCorrectionAtLeast100m,TotalCorrectionDistance2D,TotalCorrectionDistance3D,MaxCorrectionDistance2D,MaxCorrectionDistance3D,FirstCorrectionLatency,TotalEpisodeTime,BannerDelayTime,TeleportActionSequence,TeleportSourceRows,AppearSourceRows,CorrectionDistances2D,CorrectionDistances3D,DistanceBand100m,DistanceBandBalanced,EpisodeStatus
SITE1_P02,P02,SITE1,map,B,2,7,6,P02_race_map_B_7.csv,23,24,25,25,26,10:18:13.330,10:18:16.677,10:18:16.677,10:18:16.677,10:18:18.200,-2976.000000,-154.500000,2308.000000,-2999.000000,-156.000000,1931.000000,-2999.700000,-154.300000,1928.200000,-2999.700000,-154.300000,1928.200000,377.700940,377.703918,380.544978,380.544991,2.886174,3.349627,2.886174,3.349627,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.347000,1.523000,teleport_map,24,25,,,300-400,351-500,direct_hit
SITE1_P02,P02,SITE1,map,C,2,5,1,P02_race_map_C_5.csv,3,4,5,5,6,10:15:21.720,10:15:26.757,10:15:26.757,10:15:26.757,10:15:29.930,-2003.100000,-141.900000,179.600000,-2299.700000,-147.700000,56.800000,-2297.000000,-146.300000,57.100000,-2297.000000,-146.300000,57.100000,321.016199,321.068591,315.470965,315.504501,2.716616,3.056141,2.716616,3.056141,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,5.037000,3.173000,teleport_map,4,5,,,300-400,200-350,direct_hit
SITE1_P02,P02,SITE1,map,C,2,5,2,P02_race_map_C_5.csv,7,8,9,12,13,10:15:31.912,10:15:37.439,10:15:37.439,10:15:41.475,10:15:43.336,-2296.900000,-146.300000,57.100000,-2303.900000,-147.000000,-387.200000,-2251.400000,-145.000000,-190.400000,-2304.400000,-145.500000,-390.100000,444.355139,444.355691,251.647571,251.650929,203.682326,203.692145,2.942788,3.303029,false,1,2,false,true,206.639057,206.639928,206.639057,206.639928,0.927000,9.563000,1.861000,teleport_map|teleport_map,8|11,9|12,206.639057,206.639928,400-500,351-500,contains_correction_at_least_100m
SITE1_P02,P02,SITE1,map,C,2,5,3,P02_race_map_C_5.csv,14,15,16,16,17,10:15:45.127,10:15:48.356,10:15:48.356,10:15:48.356,10:15:50.203,-2304.400000,-145.600000,-390.100000,-1943.900000,-143.600000,-367.100000,-1942.800000,-142.100000,-368.700000,-1942.800000,-142.100000,-368.700000,361.232958,361.238495,362.226794,362.242750,1.941649,2.453569,1.941649,2.453569,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.229000,1.847000,teleport_map,15,16,,,300-400,351-500,direct_hit
SITE1_P02,P02,SITE1,map,C,2,5,4,P02_race_map_C_5.csv,18,19,20,20,21,10:15:51.268,10:15:55.574,10:15:55.575,10:15:55.575,10:15:57.328,-1942.800000,-142.300000,-368.900000,-2025.000000,-148.600000,-798.000000,-2025.100000,-147.100000,-799.300000,-2025.100000,-147.100000,-799.300000,436.902335,436.947754,438.197958,438.225353,1.303840,1.987461,1.303840,1.987461,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.307000,1.753000,teleport_map,19,20,,,400-500,351-500,direct_hit
SITE1_P02,P02,SITE1,map,C,2,5,5,P02_race_map_C_5.csv,22,23,24,24,25,10:15:58.571,10:16:02.925,10:16:02.925,10:16:02.925,10:16:05.067,-2025.200000,-147.200000,-799.300000,-1819.400000,-140.800000,-1190.000000,-1817.900000,-139.300000,-1192.400000,-1817.900000,-139.300000,-1192.400000,441.588191,441.634566,444.452562,444.521001,2.830194,3.203123,2.830194,3.203123,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.354000,2.142000,teleport_map,23,24,,,400-500,351-500,direct_hit
SITE1_P02,P02,SITE1,map,C,2,5,6,P02_race_map_C_5.csv,26,27,28,28,29,10:16:06.480,10:16:11.975,10:16:11.975,10:16:11.975,10:16:15.690,-1817.900000,-139.400000,-1192.300000,-1375.200000,-127.000000,-1014.300000,-1374.700000,-125.500000,-1013.600000,-1374.700000,-125.500000,-1013.600000,477.144936,477.306034,488.171333,488.372041,0.860233,1.729162,0.860233,1.729162,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,5.495000,3.715000,teleport_map,27,28,,,400-500,351-500,direct_hit
SITE1_P02,P02,SITE1,tsunami,A,3,9,1,P02_race_tsunami_A_9.csv,3,4,5,5,6,10:23:37.672,10:23:40.001,10:23:40.002,10:23:40.002,10:23:42.627,1364.500000,-136.900000,-2182.500000,1036.100000,-125.400000,-1926.600000,1038.100000,-123.900000,-1922.500000,1038.100000,-123.900000,-1922.500000,416.330842,416.489640,417.375431,417.577837,4.561798,4.802083,4.561798,4.802083,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.330000,2.625000,teleport_tsunami,4,5,,,400-500,351-500,direct_hit
SITE1_P02,P02,SITE1,tsunami,A,3,9,2,P02_race_tsunami_A_9.csv,8,9,10,13,14,10:23:48.475,10:23:50.826,10:23:50.826,10:23:53.846,10:23:55.611,1038.100000,-123.900000,-1922.400000,660.800000,-122.800000,-2101.300000,651.900000,-121.300000,-2106.300000,658.000000,-121.300000,-2103.300000,417.564965,417.566414,427.749518,427.757420,10.208330,10.317946,3.440930,3.753665,false,1,2,true,false,6.621178,6.621178,6.621178,6.621178,1.555000,5.371000,1.765000,teleport_tsunami|teleport_tsunami,9|12,10|13,6.621178,6.621178,400-500,351-500,short_corrections_only
SITE1_P02,P02,SITE1,tsunami,A,3,9,3,P02_race_tsunami_A_9.csv,16,17,18,24,25,10:24:03.245,10:24:04.877,10:24:04.877,10:24:08.921,10:24:10.270,658.000000,-121.300000,-2103.900000,193.000000,-120.500000,-2075.600000,158.400000,-118.100000,-2074.200000,192.000000,-119.000000,-2075.300000,465.860376,465.861063,500.482018,500.492248,34.628312,34.711381,1.044031,1.827567,false,2,3,true,false,33.541059,33.548386,28.040150,28.046568,1.320000,5.676000,1.349000,teleport_tsunami|teleport_tsunami|teleport_tsunami,17|20|23,18|21|24,28.040150|5.500909,28.046568|5.501818,400-500,351-500,short_corrections_only
SITE1_P02,P02,SITE1,tsunami,A,3,9,4,P02_race_tsunami_A_9.csv,26,27,28,28,29,10:24:11.884,10:24:15.057,10:24:15.058,10:24:15.058,10:24:16.917,192.000000,-119.000000,-2075.300000,207.800000,-130.500000,-1742.200000,209.400000,-129.100000,-1736.400000,209.400000,-129.100000,-1736.400000,333.474512,333.672744,339.346386,339.496657,6.016644,6.177378,6.016644,6.177378,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.174000,1.859000,teleport_tsunami,27,28,,,300-400,200-350,direct_hit
SITE1_P02,P02,SITE1,tsunami,A,3,9,5,P02_race_tsunami_A_9.csv,30,31,32,32,33,10:24:18.073,10:24:20.888,10:24:20.889,10:24:20.889,10:24:22.343,209.300000,-129.100000,-1736.600000,-221.000000,-110.700000,-1770.000000,-223.000000,-109.100000,-1772.600000,-223.000000,-109.100000,-1772.600000,431.594312,431.986354,433.796369,434.257170,3.280244,3.649658,3.280244,3.649658,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.816000,1.454000,teleport_tsunami,31,32,,,400-500,351-500,direct_hit
SITE1_P02,P02,SITE1,tsunami,A,3,9,6,P02_race_tsunami_A_9.csv,34,35,36,36,37,10:24:23.180,10:24:25.464,10:24:25.464,10:24:25.464,10:24:26.807,-223.000000,-109.100000,-1772.600000,-640.700000,-108.700000,-1512.100000,-634.000000,-107.200000,-1516.700000,-634.000000,-107.200000,-1516.700000,492.273847,492.274009,484.154738,484.158466,8.127115,8.264381,8.127115,8.264381,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.284000,1.343000,teleport_tsunami,35,36,,,400-500,351-500,direct_hit
SITE1_P02,P02,SITE1,tsunami,B,3,10,1,P02_race_tsunami_B_10.csv,3,4,5,8,9,10:24:41.391,10:24:43.677,10:24:43.678,10:24:44.809,10:24:45.978,-1587.500000,-148.100000,1834.200000,-1824.000000,-155.900000,2254.000000,-1817.800000,-154.500000,2243.900000,-1822.000000,-154.400000,2251.300000,481.834297,481.897427,469.991681,470.035254,11.851160,11.933566,3.360060,3.679674,false,1,2,true,false,8.508819,8.509407,8.508819,8.509407,0.616000,3.418000,1.169000,teleport_tsunami|teleport_tsunami,4|7,5|8,8.508819,8.509407,400-500,351-500,short_corrections_only
SITE1_P02,P02,SITE1,tsunami,B,3,10,2,P02_race_tsunami_B_10.csv,10,11,12,12,13,10:24:47.481,10:24:50.770,10:24:50.770,10:24:50.770,10:24:52.280,-1822.200000,-154.400000,2251.300000,-2183.500000,-156.800000,1969.600000,-2184.800000,-155.300000,1968.800000,-2184.800000,-155.300000,1968.800000,458.140350,458.146636,459.718958,459.719839,1.526434,2.140093,1.526434,2.140093,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.289000,1.510000,teleport_tsunami,11,12,,,400-500,351-500,direct_hit
SITE1_P02,P02,SITE1,tsunami,B,3,10,3,P02_race_tsunami_B_10.csv,14,15,16,16,17,10:24:54.085,10:24:58.452,10:24:58.452,10:24:58.452,10:24:59.502,-2184.600000,-155.300000,1968.700000,-2489.500000,-157.100000,2081.700000,-2486.300000,-155.600000,2080.700000,-2486.300000,-155.600000,2080.700000,325.166127,325.171109,321.818101,321.818241,3.352611,3.672874,3.352611,3.672874,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.367000,1.050000,teleport_tsunami,15,16,,,300-400,200-350,direct_hit
SITE1_P02,P02,SITE1,tsunami,B,3,10,4,P02_race_tsunami_B_10.csv,18,19,20,20,21,10:25:00.981,10:25:04.732,10:25:04.733,10:25:04.733,10:25:05.803,-2485.900000,-155.600000,2081.000000,-2630.000000,-156.100000,2448.000000,-2626.500000,-154.600000,2446.300000,-2626.500000,-154.600000,2446.300000,394.276312,394.276629,391.423620,391.424897,3.891015,4.170132,3.891015,4.170132,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.752000,1.070000,teleport_tsunami,19,20,,,300-400,351-500,direct_hit
SITE1_P02,P02,SITE1,tsunami,B,3,10,5,P02_race_tsunami_B_10.csv,22,23,24,27,28,10:25:07.755,10:25:10.030,10:25:10.030,10:25:11.094,10:25:12.542,-2626.600000,-154.600000,2446.000000,-2978.700000,-155.900000,2306.500000,-2962.400000,-154.000000,2304.500000,-2978.000000,-154.400000,2305.800000,378.727686,378.729917,364.395239,364.395733,16.422241,16.531788,0.989949,1.797220,false,1,2,true,false,15.546382,15.551527,15.546382,15.551527,0.552000,3.339000,1.448000,teleport_tsunami|teleport_tsunami,23|26,24|27,15.546382,15.551527,300-400,351-500,short_corrections_only
SITE1_P02,P02,SITE1,tsunami,B,3,10,6,P02_race_tsunami_B_10.csv,29,30,31,34,35,10:25:13.717,10:25:15.712,10:25:15.712,10:25:17.434,10:25:18.660,-2977.900000,-154.400000,2305.800000,-2999.000000,-156.000000,1931.000000,-2997.400000,-154.400000,1946.000000,-2998.300000,-154.500000,1930.200000,375.393460,375.396870,360.328031,360.328031,15.085092,15.169707,1.063015,1.838478,false,1,2,true,false,15.925451,15.925765,15.925451,15.925765,1.278000,3.717000,1.226000,teleport_tsunami|teleport_tsunami,30|33,31|34,15.925451,15.925765,300-400,351-500,short_corrections_only
SITE1_P02,P02,SITE1,tsunami,C,3,11,1,P02_race_tsunami_C_11.csv,3,4,5,8,9,10:25:30.279,10:25:32.819,10:25:32.819,10:25:34.378,10:25:35.270,-2003.100000,-141.900000,179.600000,-2299.700000,-147.700000,56.800000,-2280.600000,-146.100000,63.400000,-2297.900000,-146.200000,56.300000,321.016199,321.068591,300.846622,300.875938,20.208167,20.271408,1.868154,2.395830,false,1,2,true,false,18.700267,18.700535,18.700267,18.700535,0.828000,4.099000,0.892000,teleport_tsunami|teleport_tsunami,4|7,5|8,18.700267,18.700535,300-400,200-350,short_corrections_only
SITE1_P02,P02,SITE1,tsunami,C,3,11,2,P02_race_tsunami_C_11.csv,10,11,12,15,16,10:25:37.364,10:25:39.863,10:25:39.863,10:25:41.274,10:25:42.425,-2298.000000,-146.200000,56.300000,-2303.900000,-147.000000,-387.200000,-2301.900000,-145.400000,-371.700000,-2302.700000,-145.500000,-387.200000,443.539243,443.539964,428.017768,428.018516,15.628500,15.710188,1.200000,1.920937,false,1,2,true,false,15.520631,15.520954,15.520631,15.520954,0.774000,3.910000,1.151000,teleport_tsunami|teleport_tsunami,11|14,12|15,15.520631,15.520954,400-500,351-500,short_corrections_only
SITE1_P02,P02,SITE1,tsunami,C,3,11,3,P02_race_tsunami_C_11.csv,17,18,19,22,23,10:25:43.705,10:25:45.961,10:25:45.961,10:25:47.016,10:25:47.928,-2302.500000,-145.500000,-387.200000,-1943.900000,-143.600000,-367.100000,-1952.500000,-142.700000,-370.600000,-1944.300000,-142.200000,-368.100000,359.162874,359.167899,350.393436,350.404623,9.284934,9.328451,1.077033,1.766352,false,1,2,true,false,8.602325,8.616844,8.602325,8.616844,0.506000,3.311000,0.912000,teleport_tsunami|teleport_tsunami,18|21,19|22,8.602325,8.616844,300-400,351-500,short_corrections_only
SITE1_P02,P02,SITE1,tsunami,C,3,11,4,P02_race_tsunami_C_11.csv,24,25,26,29,30,10:25:49.392,10:25:53.870,10:25:53.870,10:25:54.873,10:25:56.026,-1944.600000,-142.200000,-368.000000,-2025.000000,-148.600000,-798.000000,-2023.800000,-147.300000,-786.800000,-2024.200000,-147.100000,-798.500000,437.451894,437.498709,426.223040,426.253551,11.264102,11.338871,0.943398,1.772005,false,1,2,true,false,11.703846,11.705554,11.703846,11.705554,0.516000,5.481000,1.153000,teleport_tsunami|teleport_tsunami,25|28,26|29,11.703846,11.705554,400-500,351-500,short_corrections_only
SITE1_P02,P02,SITE1,tsunami,C,3,11,5,P02_race_tsunami_C_11.csv,31,32,33,39,40,10:25:56.798,10:25:58.647,10:25:58.647,10:26:02.394,10:26:04.144,-2024.200000,-147.100000,-798.400000,-1819.400000,-140.800000,-1190.000000,-1873.800000,-140.500000,-1110.900000,-1819.500000,-139.400000,-1189.900000,441.920355,441.965259,346.808896,346.871691,96.000885,96.001354,0.141421,1.407125,false,2,3,true,false,96.853321,96.861664,69.332965,69.334768,0.747000,5.596000,1.750000,teleport_tsunami|teleport_tsunami|teleport_tsunami,32|35|38,33|36|39,27.520356|69.332965,27.526896|69.334768,400-500,351-500,short_corrections_only
SITE1_P02,P02,SITE1,tsunami,C,3,11,6,P02_race_tsunami_C_11.csv,44,45,46,46,47,10:26:16.381,10:26:18.310,10:26:18.310,10:26:18.310,10:26:21.232,-1819.500000,-139.400000,-1189.600000,-1375.200000,-127.000000,-1014.300000,-1377.400000,-125.600000,-1008.000000,-1377.400000,-125.600000,-1008.000000,477.632264,477.793198,477.982531,478.184598,6.673080,6.818358,6.673080,6.818358,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,1.929000,2.922000,teleport_tsunami,45,46,,,400-500,351-500,direct_hit
SITE1_P03,P03,SITE1,map,A,2,5,1,P03_race_map_A_5.csv,3,4,5,5,6,13:00:35.920,13:00:38.659,13:00:38.659,13:00:38.659,13:00:44.155,1364.600000,-137.000000,-2182.300000,1036.100000,-125.400000,-1926.600000,1041.200000,-123.800000,-1926.700000,1041.200000,-123.800000,-1926.700000,416.286848,416.448436,412.336271,412.544313,5.100980,5.346027,5.100980,5.346027,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.739000,5.496000,teleport_map,4,5,,,400-500,351-500,direct_hit
SITE1_P03,P03,SITE1,map,A,2,5,2,P03_race_map_A_5.csv,7,8,9,9,10,13:00:44.718,13:00:53.963,13:00:53.963,13:00:53.963,13:01:03.645,1041.100000,-123.800000,-1926.800000,660.800000,-122.800000,-2101.300000,660.300000,-121.100000,-2102.200000,660.300000,-121.100000,-2102.200000,418.423637,418.424832,432.776270,432.784692,1.029563,1.987461,1.029563,1.987461,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,9.245000,9.682000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE1_P03,P03,SITE1,map,A,2,5,3,P03_race_map_A_5.csv,11,12,13,13,14,13:01:05.853,13:01:10.950,13:01:10.950,13:01:10.950,13:01:15.301,660.300000,-121.100000,-2102.400000,193.000000,-120.500000,-2075.600000,196.700000,-118.900000,-2074.400000,196.700000,-118.900000,-2074.400000,468.067869,468.068254,464.438769,464.443516,3.889730,4.205948,3.889730,4.205948,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,5.097000,4.351000,teleport_map,12,13,,,400-500,351-500,direct_hit
SITE1_P03,P03,SITE1,map,A,2,5,4,P03_race_map_A_5.csv,15,16,17,17,18,13:01:16.017,13:01:19.042,13:01:19.042,13:01:19.042,13:01:21.727,196.500000,-119.000000,-2074.300000,207.800000,-130.500000,-1742.200000,208.800000,-128.800000,-1741.300000,208.800000,-128.800000,-1741.300000,332.292191,332.491128,333.223409,333.370440,1.345362,2.167948,1.345362,2.167948,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.025000,2.685000,teleport_map,16,17,,,300-400,200-350,direct_hit
SITE1_P03,P03,SITE1,map,A,2,5,5,P03_race_map_A_5.csv,19,20,21,21,22,13:01:22.534,13:01:25.028,13:01:25.028,13:01:25.028,13:01:28.506,208.800000,-128.900000,-1741.400000,-221.000000,-110.700000,-1770.000000,-221.900000,-109.000000,-1773.100000,-221.900000,-109.000000,-1773.100000,430.750508,431.134828,431.865002,432.323247,3.228002,3.648287,3.228002,3.648287,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.494000,3.478000,teleport_map,20,21,,,400-500,351-500,direct_hit
SITE1_P03,P03,SITE1,map,A,2,5,6,P03_race_map_A_5.csv,23,24,25,25,26,13:01:29.448,13:01:31.501,13:01:31.501,13:01:31.501,13:01:36.277,-222.000000,-109.000000,-1773.200000,-640.700000,-108.700000,-1512.100000,-637.800000,-107.000000,-1514.700000,-637.800000,-107.000000,-1514.700000,493.439865,493.439956,463.200389,463.205613,3.894868,4.249706,3.894868,4.249706,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.053000,4.776000,teleport_map,24,25,,,400-500,351-500,direct_hit
SITE1_P03,P03,SITE1,map,B,2,6,1,P03_race_map_B_6.csv,3,4,5,5,6,13:03:56.426,13:03:58.693,13:03:58.693,13:03:58.693,13:04:02.627,-1587.700000,-148.200000,1834.100000,-1824.000000,-155.900000,2254.000000,-1823.100000,-154.200000,2251.700000,-1823.100000,-154.200000,2251.700000,481.823308,481.884831,473.544560,473.583847,2.469818,2.998333,2.469818,2.998333,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.267000,3.934000,teleport_map,4,5,,,400-500,351-500,direct_hit
SITE1_P03,P03,SITE1,map,B,2,6,2,P03_race_map_B_6.csv,7,8,9,9,10,13:04:03.716,13:04:07.293,13:04:07.293,13:04:07.293,13:04:09.842,-1823.100000,-154.300000,2251.700000,-2183.500000,-156.800000,1969.600000,-2182.700000,-155.100000,1969.600000,-2182.700000,-155.100000,1969.600000,457.677365,457.684192,457.109396,457.110096,0.800000,1.878829,0.800000,1.878829,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.577000,2.549000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE1_P03,P03,SITE1,map,B,2,6,3,P03_race_map_B_6.csv,11,12,13,13,14,13:04:10.274,13:04:13.587,13:04:13.587,13:04:13.587,13:04:15.935,-2182.800000,-155.100000,1969.400000,-2489.500000,-157.100000,2081.700000,-2487.600000,-155.300000,2085.500000,-2487.600000,-155.300000,2085.500000,326.613196,326.619320,326.162919,326.162981,4.248529,4.614109,4.248529,4.614109,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.313000,2.348000,teleport_map,12,13,,,300-400,200-350,direct_hit
SITE1_P03,P03,SITE1,map,B,2,6,4,P03_race_map_B_6.csv,15,16,17,17,18,13:04:18.529,13:04:20.461,13:04:20.461,13:04:20.461,13:04:22.295,-2487.700000,-155.300000,2085.700000,-2630.000000,-156.100000,2448.000000,-2627.500000,-154.400000,2444.500000,-2627.500000,-154.400000,2444.500000,389.243600,389.244422,385.037050,385.038102,4.301163,4.624932,4.301163,4.624932,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,1.932000,1.834000,teleport_map,16,17,,,300-400,351-500,direct_hit
SITE1_P03,P03,SITE1,map,B,2,6,5,P03_race_map_B_6.csv,19,20,21,21,22,13:04:24.076,13:04:27.609,13:04:27.609,13:04:27.609,13:04:30.202,-2627.400000,-154.500000,2444.400000,-2978.700000,-155.900000,2306.500000,-2982.400000,-154.300000,2309.200000,-2982.400000,-154.300000,2309.200000,377.396476,377.399073,379.780265,379.780279,4.580393,4.851804,4.580393,4.851804,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.533000,2.593000,teleport_map,20,21,,,300-400,351-500,direct_hit
SITE1_P03,P03,SITE1,map,C,2,7,1,P03_race_map_C_7.csv,4,5,6,6,7,13:05:08.856,13:05:14.029,13:05:14.029,13:05:14.029,13:05:16.116,-2294.800000,-146.400000,57.800000,-2303.900000,-147.000000,-387.200000,-2303.500000,-145.300000,-385.700000,-2303.500000,-145.300000,-385.700000,445.093035,445.093440,443.685305,443.686432,1.552417,2.302173,1.552417,2.302173,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,5.173000,2.087000,teleport_map,5,6,,,400-500,351-500,direct_hit
SITE1_P03,P03,SITE1,map,C,2,7,2,P03_race_map_C_7.csv,8,9,10,10,11,13:05:17.097,13:05:20.565,13:05:20.565,13:05:20.565,13:05:24.484,-2303.600000,-145.400000,-385.700000,-1943.900000,-143.600000,-367.100000,-1945.300000,-142.100000,-370.000000,-1945.300000,-142.100000,-370.000000,360.180580,360.185077,359.246280,359.261437,3.220248,3.552464,3.220248,3.552464,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.468000,3.919000,teleport_map,9,10,,,300-400,351-500,direct_hit
SITE1_P03,P03,SITE1,map,C,2,7,3,P03_race_map_C_7.csv,12,13,14,14,15,13:05:27.199,13:05:29.858,13:05:29.858,13:05:29.858,13:05:32.557,-1952.500000,-143.200000,-393.900000,-2025.000000,-148.600000,-798.000000,-2029.200000,-146.900000,-798.300000,-2029.200000,-146.900000,-798.300000,410.552140,410.587652,411.609341,411.626882,4.210701,4.540925,4.210701,4.540925,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.659000,2.699000,teleport_map,13,14,,,400-500,351-500,direct_hit
SITE1_P03,P03,SITE1,map,C,2,7,4,P03_race_map_C_7.csv,16,17,18,18,19,13:05:33.769,13:05:36.700,13:05:36.701,13:05:36.701,13:05:40.541,-2029.100000,-147.000000,-798.400000,-1819.400000,-140.800000,-1190.000000,-1822.600000,-139.200000,-1189.700000,-1822.600000,-139.200000,-1189.700000,444.212393,444.255658,442.627213,442.694183,3.214032,3.590265,3.214032,3.590265,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.932000,3.840000,teleport_map,17,18,,,400-500,351-500,direct_hit
