ParticipantUID,ParticipantID,Location,Method,Route,MethodOrder,Run,CheckpointIndex,SourceFile,TeleportSourceRow,AppearSourceRow,ProgressBannerSourceRow,NextAimSourceRow,TeleportTimestamp,AppearTimestamp,ProgressBannerTimestamp,NextAimTimestamp,BannerDelayTime,AppearPos_x,AppearPos_y,AppearPos_z,ProgressBannerPos_x,ProgressBannerPos_y,ProgressBannerPos_z,AppearHeadVec_x,AppearHeadVec_y,AppearHeadVec_z,ProgressBannerHeadVec_x,ProgressBannerHeadVec_y,ProgressBannerHeadVec_z,HeadRotation3D,HeadRotationXZ,AppearHeadYaw,ProgressBannerHeadYaw,SignedYawChange,AbsoluteYawChange,AppearHeadPitch,ProgressBannerHeadPitch,SignedPitchChange,AbsolutePitchChange,AppearHeadToLeftControllerAngle3D,AppearHeadToRightControllerAngle3D,ProgressBannerHeadToLeftControllerAngle3D,ProgressBannerHeadToRightControllerAngle3D,NextAimHeadVec_x,NextAimHeadVec_y,NextAimHeadVec_z,ReorientationLatency,HeadRotationAppearToNextAim3D,HeadRotationAppearToNextAimXZ,PostBannerAimLatency,HeadRotationBannerToNextAim3D,HeadRotationBannerToNextAimXZ,ReachedTargetPos_x,ReachedTargetPos_y,ReachedTargetPos_z,NextTargetPos_x,NextTargetPos_y,NextTargetPos_z,IncomingTeleportDistance2D,IncomingTeleportDistance3D,NextTargetDistanceAtAppear2D,NextTargetDistanceAtAppear3D,DirectionalErrorAtAppear3D,DirectionalErrorAtProgressBanner3D,DirectionalErrorReduction3D
SITE1_P01,P01,SITE1,baseline,A,1,1,1,P01_race_baseline_A_1.csv,19,20,21,22,09:57:02.079,09:57:02.079,09:57:04.431,09:57:05.920,2.352000,1036.900000,-123.700000,-1927.600000,1036.800000,-123.800000,-1927.600000,-0.800000,0.100000,0.600000,-0.800000,0.000000,0.600000,5.710593,0.000000,-53.130102,-53.130102,0.000000,0.000000,5.710593,0.000000,-5.710593,5.710593,75.603074,74.186786,74.369641,81.632528,-0.900000,0.300000,-0.500000,3.841000,65.320333,65.924502,1.489000,66.942668,65.924502,1036.100000,-125.400000,-1926.600000,660.800000,-122.800000,-2101.300000,5.780138,5.781003,414.273943,414.274921,61.798802,61.665418,0.133384
SITE1_P01,P01,SITE1,baseline,A,1,1,2,P01_race_baseline_A_1.csv,32,33,34,35,09:57:10.677,09:57:10.677,09:57:13.789,09:57:15.031,3.112000,664.200000,-121.100000,-2101.300000,664.200000,-121.100000,-2101.300000,-1.000000,0.100000,0.000000,-1.000000,0.100000,0.000000,0.000000,0.000000,-90.000000,-90.000000,0.000000,0.000000,5.710593,5.710593,0.000000,0.000000,84.505656,81.910517,84.505656,81.910517,-0.900000,0.400000,0.100000,4.354000,19.120638,6.340192,1.242000,19.120638,6.340192,660.800000,-122.800000,-2101.300000,193.000000,-120.500000,-2075.600000,38.746613,38.759515,471.900339,471.900720,6.441876,6.441876,0.000000
SITE1_P01,P01,SITE1,baseline,A,1,1,3,P01_race_baseline_A_1.csv,51,52,53,54,09:57:26.108,09:57:26.108,09:57:30.827,09:57:32.627,4.719000,190.400000,-118.800000,-2074.500000,190.400000,-118.800000,-2074.500000,-0.900000,0.200000,0.400000,-0.900000,0.100000,0.400000,5.681286,0.000000,-66.037511,-66.037511,0.000000,0.000000,11.478923,5.797636,-5.681286,5.681286,81.499444,77.877032,75.885834,77.626375,0.200000,0.200000,1.000000,6.519000,75.584997,77.347443,1.800000,76.509465,77.347443,193.000000,-120.500000,-2075.600000,207.800000,-130.500000,-1742.200000,77.331300,77.336537,332.755240,332.960869,69.913844,69.378102,0.535742
SITE1_P01,P01,SITE1,baseline,A,1,1,4,P01_race_baseline_A_1.csv,61,62,63,64,09:57:39.240,09:57:39.240,09:57:40.870,09:57:42.241,1.630000,207.500000,-128.800000,-1742.600000,207.500000,-128.800000,-1742.600000,0.400000,0.300000,0.900000,0.300000,0.100000,1.000000,13.495324,7.263245,23.962489,16.699244,-7.263245,7.263245,16.940938,5.471249,-11.469688,11.469688,93.478601,77.763234,80.572677,66.714134,-1.000000,0.200000,-0.200000,3.001000,119.078177,125.272421,1.371000,116.128481,118.009177,207.800000,-130.500000,-1742.200000,-221.000000,-110.700000,-1770.000000,22.542404,22.547949,429.375139,429.756466,115.520873,109.997355,5.523518
SITE1_P01,P01,SITE1,baseline,A,1,1,5,P01_race_baseline_A_1.csv,91,92,93,94,09:58:04.125,09:58:04.125,09:58:06.293,09:58:07.710,2.168000,-636.900000,-107.000000,-1514.500000,-636.900000,-107.000000,-1514.500000,-0.800000,0.100000,0.600000,-0.800000,0.100000,0.500000,4.850833,4.864514,-53.130102,-57.994617,-4.864514,4.864514,5.710593,6.050746,0.340153,0.340153,78.272858,76.435932,77.566046,77.079034,0.000000,0.200000,1.000000,3.585000,52.775272,53.130102,1.417000,57.487483,57.994617,-640.700000,-108.700000,-1512.100000,-751.100000,-107.600000,-1074.800000,32.284516,32.286994,454.288157,454.288554,38.938013,43.782962,-4.844949
SITE1_P01,P01,SITE1,baseline,B,1,2,1,P01_race_baseline_B_2.csv,16,17,18,19,09:58:39.199,09:58:39.199,09:58:42.274,09:58:43.375,3.075000,-1825.000000,-154.300000,2255.000000,-1825.100000,-154.200000,2254.900000,0.000000,0.000000,-1.000000,0.200000,0.000000,-1.000000,11.309932,11.309932,180.000000,168.690068,-11.309932,11.309932,0.000000,0.000000,0.000000,0.000000,90.000000,90.000000,78.912511,67.346051,-0.900000,0.200000,-0.400000,4.176000,66.545863,66.037511,1.101000,77.604587,77.347443,-1824.000000,-155.900000,2254.000000,-2183.500000,-156.800000,1969.600000,10.959015,10.959471,458.230739,458.237558,51.477563,62.789287,-11.311723
SITE1_P01,P01,SITE1,baseline,B,1,2,2,P01_race_baseline_B_2.csv,32,33,34,35,09:58:48.361,09:58:48.361,09:58:50.185,09:58:51.610,1.824000,-2188.500000,-155.000000,1966.100000,-2188.500000,-155.000000,1966.100000,-0.800000,0.100000,-0.600000,-0.600000,0.100000,-0.800000,16.178967,16.260205,-126.869898,-143.130102,-16.260205,16.260205,5.710593,5.710593,0.000000,0.000000,82.568450,66.993046,86.643823,69.670661,-0.800000,0.100000,0.600000,3.249000,73.313866,73.739795,1.425000,89.432706,90.000000,-2183.500000,-156.800000,1969.600000,-2489.500000,-157.100000,2081.700000,68.275691,68.275984,322.435048,322.441886,58.102184,74.259241,-16.157056
SITE1_P01,P01,SITE1,baseline,B,1,2,3,P01_race_baseline_B_2.csv,45,46,47,48,09:58:56.162,09:58:56.162,09:58:57.651,09:58:58.386,1.489000,-2489.200000,-155.400000,2081.000000,-2489.200000,-155.400000,2081.000000,-0.800000,0.100000,0.500000,-0.800000,0.100000,0.600000,4.850833,4.864514,-57.994617,-53.130102,4.864514,4.864514,6.050746,5.710593,-0.340153,0.340153,86.444385,71.214229,80.075781,63.122190,-0.200000,0.200000,1.000000,2.224000,46.391679,46.684684,0.735000,41.683434,41.820170,-2489.500000,-157.100000,2081.700000,-2630.000000,-156.100000,2448.000000,10.239629,10.239629,393.082231,393.082854,37.444514,32.609486,4.835029
SITE1_P01,P01,SITE1,baseline,B,1,2,4,P01_race_baseline_B_2.csv,58,59,60,61,09:59:02.542,09:59:02.542,09:59:04.008,09:59:05.136,1.466000,-2630.400000,-154.400000,2447.800000,-2630.400000,-154.400000,2447.800000,-0.400000,0.200000,0.900000,-0.500000,0.100000,0.900000,7.779251,5.092115,-23.962489,-29.054604,-5.092115,5.092115,11.478923,5.547656,-5.931266,5.931266,85.543663,72.302657,78.680929,66.370395,-0.800000,0.000000,-0.600000,2.594000,102.644913,102.907409,1.128000,97.778461,97.815294,-2630.000000,-156.100000,2448.000000,-2978.700000,-155.900000,2306.500000,149.558417,149.558952,375.870430,375.873423,88.202330,83.082185,5.120146
SITE1_P01,P01,SITE1,baseline,B,1,2,5,P01_race_baseline_B_2.csv,71,72,73,74,09:59:09.188,09:59:09.188,09:59:09.985,09:59:11.076,0.797000,-2973.900000,-154.100000,2307.000000,-2973.900000,-154.100000,2307.000000,-1.000000,0.100000,-0.200000,-1.000000,0.200000,-0.200000,5.495394,0.000000,-101.309932,-101.309932,0.000000,0.000000,5.600409,11.095803,5.495394,5.495394,84.508685,77.524349,90.000000,83.008845,-0.200000,0.100000,-1.000000,1.888000,67.015867,67.380135,1.091000,66.771110,67.380135,-2978.700000,-155.900000,2306.500000,-2999.000000,-156.000000,1931.000000,26.600752,26.607518,376.836848,376.841638,74.974253,75.218011,-0.243758
SITE1_P01,P01,SITE1,baseline,B,1,2,6,P01_race_baseline_B_2.csv,84,85,86,87,09:59:15.068,09:59:15.068,09:59:18.132,09:59:19.930,3.064000,-2999.400000,-154.300000,1930.300000,-2999.400000,-154.200000,1930.300000,-0.500000,-0.200000,0.800000,-0.300000,0.200000,0.900000,27.412716,13.570434,-32.005383,-18.434949,13.570434,13.570434,-11.969463,11.904688,23.874151,23.874151,85.859410,45.738220,95.615332,84.419549,-0.100000,0.100000,-1.000000,4.862000,142.240316,142.284024,1.798000,150.235168,155.854458,-2999.000000,-156.000000,1931.000000,-2991.000000,-154.200000,1449.000000,4.767599,4.767599,481.373296,481.373306,146.984747,158.993105,-12.008357
SITE1_P01,P01,SITE1,baseline,C,1,3,1,P01_race_baseline_C_3.csv,10,11,12,13,09:59:41.679,09:59:41.679,09:59:43.555,09:59:44.777,1.876000,-2295.400000,-146.200000,58.500000,-2295.400000,-146.200000,58.600000,-0.900000,0.100000,-0.400000,-0.900000,0.100000,-0.400000,0.000000,0.000000,-113.962489,-113.962489,0.000000,0.000000,5.797636,5.797636,0.000000,0.000000,81.052861,71.565051,81.052861,71.565051,0.000000,0.200000,-1.000000,3.098000,65.416109,66.037511,1.222000,65.416109,66.037511,-2299.700000,-147.700000,56.800000,-2303.900000,-147.000000,-387.200000,59.692881,59.693216,445.781045,445.781763,65.093373,65.093614,-0.000241
SITE1_P01,P01,SITE1,baseline,C,1,3,2,P01_race_baseline_C_3.csv,26,27,28,29,09:59:50.509,09:59:50.509,09:59:51.723,09:59:53.680,1.214000,-2304.400000,-145.400000,-388.700000,-2304.400000,-145.400000,-388.700000,-0.100000,0.000000,1.000000,-0.200000,0.100000,1.000000,7.913104,5.599339,-5.710593,-11.309932,-5.599339,5.599339,0.000000,5.600409,5.600409,5.600409,100.003477,45.283647,90.000000,51.606490,1.000000,0.100000,0.000000,3.171000,95.682159,95.710593,1.957000,100.632030,101.309932,-2303.900000,-147.000000,-387.200000,-1943.900000,-143.600000,-367.100000,37.600532,37.601729,361.146522,361.151007,92.281685,97.814969,-5.533283
SITE1_P01,P01,SITE1,baseline,C,1,3,3,P01_race_baseline_C_3.csv,39,40,41,42,09:59:56.569,09:59:56.569,09:59:58.281,09:59:59.244,1.712000,-1939.000000,-141.700000,-365.700000,-1939.000000,-141.700000,-365.700000,1.000000,0.200000,0.100000,1.000000,0.100000,0.000000,7.913104,5.710593,84.289407,90.000000,5.710593,5.710593,11.255240,5.710593,-5.544647,5.544647,87.957842,74.819456,84.788409,69.145542,0.100000,0.100000,-1.000000,2.675000,88.892650,90.000000,0.963000,83.778310,84.289407,-1943.900000,-143.600000,-367.100000,-2025.000000,-148.600000,-798.000000,57.654228,57.700087,440.771245,440.825249,106.806761,101.284329,5.522431
SITE1_P01,P01,SITE1,baseline,C,1,3,4,P01_race_baseline_C_3.csv,53,54,55,56,10:00:04.295,10:00:04.295,10:00:05.914,10:00:06.589,1.619000,-2025.500000,-146.800000,-801.300000,-2025.500000,-146.800000,-801.300000,-0.200000,0.200000,-1.000000,0.000000,0.200000,-1.000000,11.095803,11.309932,-168.690068,180.000000,-11.309932,11.309932,11.095803,11.309932,0.214129,0.214129,94.029658,64.951189,80.171643,64.440035,0.400000,0.200000,-0.900000,2.294000,34.570514,35.272421,0.675000,23.484001,23.962489,-2025.000000,-148.600000,-798.000000,-1819.400000,-140.800000,-1190.000000,56.532115,56.532203,439.960112,440.001023,40.311547,29.665907,10.645639
SITE1_P01,P01,SITE1,baseline,C,1,3,5,P01_race_baseline_C_3.csv,69,70,71,72,10:00:12.848,10:00:12.849,10:00:14.784,10:00:15.923,1.935000,-1817.900000,-139.000000,-1193.000000,-1817.900000,-139.000000,-1193.000000,0.300000,0.200000,-0.900000,0.200000,0.100000,-1.000000,9.448768,7.125016,161.565051,168.690068,7.125016,7.125016,11.904688,5.600409,-6.304279,6.304279,87.724793,76.665670,82.445544,69.564750,1.000000,0.100000,0.300000,3.074000,87.181568,88.264295,1.139000,94.803780,95.389312,-1819.400000,-140.800000,-1190.000000,-1375.200000,-127.000000,-1014.300000,79.470875,79.474902,477.406514,477.557305,93.172008,100.474153,-7.302145
SITE1_P01,P01,SITE1,baseline,C,1,3,6,P01_race_baseline_C_3.csv,97,98,99,100,10:00:30.227,10:00:30.227,10:00:32.686,10:00:33.364,2.459000,-1377.500000,-125.300000,-1014.900000,-1377.500000,-125.300000,-1014.900000,0.600000,0.200000,0.800000,0.900000,0.200000,0.500000,23.616407,24.075498,36.869898,60.945396,24.075498,24.075498,11.309932,10.993201,-0.316731,0.316731,85.670902,92.726311,84.016959,82.250634,0.900000,0.300000,0.300000,3.137000,34.122781,34.695154,0.678000,12.195829,10.619655,-1375.200000,-127.000000,-1014.300000,-975.600000,-113.200000,-896.400000,53.387733,53.387733,419.005799,419.180474,37.672315,15.631457,22.040858
SITE1_P01,P01,SITE1,map,A,2,7,1,P01_race_map_A_7.csv,4,5,6,7,10:11:21.058,10:11:21.058,10:11:23.159,10:11:23.786,2.101000,1033.800000,-123.800000,-1927.500000,1033.800000,-123.700000,-1927.500000,-0.900000,-0.100000,0.400000,-0.900000,0.000000,0.500000,7.710617,5.092115,-66.037511,-60.945396,5.092115,5.092115,-5.797636,0.000000,5.797636,5.797636,36.087147,74.273101,66.131300,81.165911,-0.900000,-0.200000,0.500000,2.728000,7.235461,5.092115,0.627000,10.993201,0.000001,1036.100000,-125.400000,-1926.600000,660.800000,-122.800000,-2101.300000,417.457028,417.662519,411.503876,411.505091,49.219221,54.037951,-4.818730
SITE1_P01,P01,SITE1,map,A,2,7,2,P01_race_map_A_7.csv,8,9,10,11,10:11:28.669,10:11:28.669,10:11:30.342,10:11:31.423,1.673000,658.000000,-121.100000,-2102.300000,658.000000,-121.100000,-2102.300000,-0.800000,-0.200000,-0.500000,-0.900000,0.000000,-0.500000,12.322666,2.950779,-122.005383,-119.054604,2.950779,2.950779,-11.969463,0.000000,11.969463,11.969463,45.738220,92.657981,66.131300,98.834089,-1.000000,-0.200000,-0.100000,2.754000,25.756955,26.294790,1.081000,25.778234,23.344011,660.800000,-122.800000,-2101.300000,193.000000,-120.500000,-2075.600000,414.373660,414.382456,465.765918,465.766304,37.040702,32.340957,4.699745
SITE1_P01,P01,SITE1,map,A,2,7,3,P01_race_map_A_7.csv,12,13,14,15,10:11:34.736,10:11:34.736,10:11:39.444,10:11:40.874,4.708000,193.500000,-118.500000,-2083.200000,193.200000,-118.700000,-2076.200000,-1.000000,-0.100000,-0.300000,-0.100000,0.000000,1.000000,100.937970,100.988651,-106.699244,-5.710593,100.988651,100.988651,-5.471249,0.000000,5.471249,5.471249,50.078013,84.528751,94.644295,63.577035,-0.200000,-0.300000,0.900000,6.138000,92.254418,94.170437,1.430000,19.231000,6.818215,193.000000,-120.500000,-2075.600000,207.800000,-130.500000,-1742.200000,464.892525,464.899796,341.299707,341.510600,108.795114,8.456984,100.338131
SITE1_P01,P01,SITE1,map,A,2,7,4,P01_race_map_A_7.csv,16,17,18,19,10:11:47.670,10:11:47.670,10:11:49.507,10:11:50.886,1.837000,206.200000,-128.900000,-1742.300000,206.200000,-128.800000,-1742.300000,-0.100000,-0.200000,1.000000,-0.200000,0.200000,1.000000,23.033085,5.599339,-5.710593,-11.309932,-5.599339,5.599339,-11.255240,11.095803,22.351043,22.351043,42.990271,58.806337,84.794865,87.324690,-1.000000,0.100000,0.000000,3.216000,85.544514,84.289407,1.379000,77.839876,78.690068,207.800000,-130.500000,-1742.200000,-221.000000,-110.700000,-1770.000000,334.053050,334.205700,428.097103,428.483804,88.514802,82.079546,6.435256
SITE1_P01,P01,SITE1,map,A,2,7,5,P01_race_map_A_7.csv,20,21,22,23,10:11:56.658,10:11:56.658,10:11:57.965,10:11:59.286,1.307000,-223.300000,-109.100000,-1769.600000,-223.400000,-109.000000,-1769.600000,-0.800000,-0.100000,-0.500000,-0.800000,0.100000,-0.500000,12.101492,0.000000,-122.005383,-122.005383,0.000000,0.000000,-6.050746,6.050746,12.101492,12.101492,46.911277,75.910797,77.079034,105.466010,-0.800000,0.000000,0.600000,2.628000,68.998557,68.875281,1.321000,68.998557,68.875281,-221.000000,-110.700000,-1770.000000,-640.700000,-108.700000,-1512.100000,430.266952,430.722289,490.437570,490.437733,63.839721,63.836205,0.003516
SITE1_P01,P01,SITE1,map,A,2,7,6,P01_race_map_A_7.csv,24,25,26,27,10:12:01.383,10:12:01.383,10:12:03.405,10:12:04.677,2.022000,-640.500000,-107.000000,-1515.100000,-640.500000,-107.000000,-1515.100000,-0.900000,0.000000,0.400000,-0.900000,0.100000,0.300000,8.163880,5.527540,-66.037511,-71.565051,-5.527540,5.527540,0.000000,6.017285,6.017285,6.017285,65.878752,73.310603,84.931938,90.000000,-0.200000,0.000000,1.000000,3.294000,54.727579,54.727579,1.272000,60.435347,60.255119,-640.700000,-108.700000,-1512.100000,-751.100000,-107.600000,-1074.800000,488.646293,488.650806,453.978469,453.978865,51.937026,57.675114,-5.738088
SITE1_P01,P01,SITE1,map,B,2,5,1,P01_race_map_B_5.csv,4,5,6,7,10:09:14.236,10:09:14.236,10:09:18.779,10:09:20.157,4.543000,-1823.100000,-154.200000,2248.100000,-1823.400000,-154.200000,2251.600000,-0.400000,-0.100000,0.900000,-0.300000,0.100000,0.900000,13.039846,5.527540,-23.962489,-18.434949,5.527540,5.527540,-5.797636,6.017285,11.814921,11.814921,47.327567,67.460148,81.881565,87.167483,-0.800000,-0.200000,-0.500000,5.921000,96.616472,98.042894,1.378000,104.478386,103.570434,-1824.000000,-155.900000,2254.000000,-2183.500000,-156.800000,1969.600000,476.120457,476.158262,455.467244,455.474664,103.626822,109.553451,-5.926629
SITE1_P01,P01,SITE1,map,B,2,5,2,P01_race_map_B_5.csv,8,9,10,11,10:09:25.840,10:09:25.840,10:09:29.040,10:09:30.441,3.200000,-2183.900000,-155.100000,1970.500000,-2183.900000,-155.000000,1970.500000,-0.500000,0.000000,-0.900000,-0.400000,0.100000,-0.900000,7.710617,5.092115,-150.945396,-156.037511,-5.092115,5.092115,0.000000,5.797636,5.797636,5.797636,39.320298,113.012691,72.267557,90.000000,-0.900000,0.200000,0.500000,4.601000,90.000000,90.000000,1.401000,93.865813,95.092115,-2183.500000,-156.800000,1969.600000,-2489.500000,-157.100000,2081.700000,456.859825,456.860712,325.202706,325.208856,80.940717,86.090529,-5.149812
SITE1_P01,P01,SITE1,map,B,2,5,3,P01_race_map_B_5.csv,12,13,14,15,10:09:34.008,10:09:34.008,10:09:35.357,10:09:36.441,1.349000,-2491.700000,-155.300000,2084.500000,-2491.700000,-155.300000,2084.500000,-1.000000,0.000000,0.200000,-1.000000,0.100000,0.100000,7.971184,5.599339,-78.690068,-84.289407,-5.599339,5.599339,0.000000,5.682438,5.682438,5.682438,46.102114,86.444385,77.339213,93.590350,-0.200000,0.200000,1.000000,2.433000,67.825686,67.380135,1.084000,72.248672,72.979474,-2489.500000,-157.100000,2081.700000,-2630.000000,-156.100000,2448.000000,328.198187,328.198248,388.920480,388.921303,57.859942,63.612834,-5.752893
SITE1_P01,P01,SITE1,map,B,2,5,4,P01_race_map_B_5.csv,16,17,18,19,10:09:40.085,10:09:40.085,10:09:42.179,10:09:43.828,2.094000,-2628.000000,-154.400000,2448.800000,-2628.100000,-154.400000,2448.700000,-0.400000,-0.100000,0.900000,-1.000000,0.200000,0.000000,67.888903,66.037511,-23.962489,-90.000000,-66.037511,66.037511,-5.797636,11.309932,17.107569,17.107569,50.225830,67.460148,85.530486,99.391435,-0.800000,-0.100000,-0.600000,3.743000,102.185607,102.907409,1.649000,40.442521,36.869898,-2630.000000,-156.100000,2448.000000,-2978.700000,-155.900000,2306.500000,388.904358,388.905400,378.470316,378.473288,88.109522,24.783341,63.326181
SITE1_P01,P01,SITE1,map,B,2,5,5,P01_race_map_B_5.csv,20,21,22,23,10:09:47.223,10:09:47.223,10:09:48.619,10:09:50.423,1.396000,-2980.600000,-154.200000,2302.600000,-2980.600000,-154.200000,2302.600000,-0.700000,0.000000,-0.700000,-0.700000,0.100000,-0.700000,5.768181,0.000001,-135.000000,-135.000000,0.000000,0.000000,0.000000,5.768181,5.768181,5.768181,39.374076,71.565051,45.063521,77.012805,0.000000,0.100000,-1.000000,3.200000,45.283647,45.000000,1.804000,44.762196,45.000000,-2978.700000,-155.900000,2306.500000,-2999.000000,-156.000000,1931.000000,381.577594,381.577646,372.055265,372.059619,42.166020,42.526596,-0.360576
SITE1_P01,P01,SITE1,map,B,2,5,6,P01_race_map_B_5.csv,24,25,26,27,10:09:54.803,10:09:54.803,10:09:57.078,10:09:58.141,2.275000,-3002.500000,-154.200000,1929.200000,-3002.500000,-154.200000,1929.200000,0.300000,-0.400000,-0.800000,0.300000,0.100000,-1.000000,30.787893,3.856801,159.443955,163.300756,3.856801,3.856801,-25.087329,5.471249,30.558579,30.558579,11.438000,64.912671,75.336605,77.815643,0.100000,-0.200000,-1.000000,3.338000,19.720253,14.845452,1.063000,19.983839,10.988651,-2999.000000,-156.000000,1931.000000,-2991.000000,-154.200000,1449.000000,373.836167,373.836167,480.337683,480.337683,31.199518,16.252533,14.946986
SITE1_P01,P01,SITE1,map,C,2,6,1,P01_race_map_C_6.csv,4,5,6,7,10:10:18.783,10:10:18.783,10:10:20.292,10:10:21.157,1.509000,-2296.900000,-146.300000,52.500000,-2296.800000,-146.300000,52.500000,-0.700000,-0.100000,-0.700000,-0.700000,0.100000,-0.700000,11.536362,0.000001,-135.000000,-135.000000,0.000000,0.000000,-5.768181,5.768181,11.536362,11.536362,43.916277,84.231819,60.503792,82.696318,-0.300000,0.000000,-0.900000,2.374000,27.139515,26.565051,0.865000,27.139515,26.565051,-2299.700000,-147.700000,56.800000,-2303.900000,-147.000000,-387.200000,319.667280,319.697560,439.755716,439.756273,44.373591,44.386910,-0.013319
SITE1_P01,P01,SITE1,map,C,2,6,2,P01_race_map_C_6.csv,8,9,10,11,10:10:26.112,10:10:26.112,10:10:29.270,10:10:30.806,3.158000,-2306.400000,-145.400000,-388.900000,-2306.400000,-145.300000,-388.900000,-0.500000,-0.500000,-0.700000,-0.400000,0.200000,-0.900000,43.110546,11.575189,-144.462322,-156.037511,-11.575189,11.575189,-30.166790,11.478923,41.645713,41.645713,39.052605,50.532404,83.781178,95.539548,1.000000,0.100000,0.000000,4.694000,123.368900,125.537678,1.536000,112.100826,113.962489,-2303.900000,-147.000000,-387.200000,-1943.900000,-143.600000,-367.100000,441.402243,441.403376,363.154912,363.159373,123.115533,116.751318,6.364215
SITE1_P01,P01,SITE1,map,C,2,6,3,P01_race_map_C_6.csv,12,13,14,15,10:10:35.294,10:10:35.294,10:10:38.226,10:10:39.315,2.932000,-1946.900000,-142.200000,-374.100000,-1944.500000,-142.000000,-368.600000,0.900000,-0.300000,-0.100000,0.700000,0.300000,0.700000,61.555638,51.340192,96.340192,45.000000,-51.340192,51.340192,-18.329754,16.859210,35.188964,35.188964,42.162053,53.366498,84.857496,81.619808,0.800000,-0.300000,0.500000,4.021000,36.410506,38.345575,1.089000,36.796105,12.994617,-1943.900000,-143.600000,-367.100000,-2025.000000,-148.600000,-798.000000,359.600584,359.614822,431.034593,431.082104,93.622183,142.571402,-48.949219
SITE1_P01,P01,SITE1,map,C,2,6,4,P01_race_map_C_6.csv,16,17,18,19,10:10:44.804,10:10:44.804,10:10:47.032,10:10:48.292,2.228000,-2026.200000,-147.000000,-799.100000,-2026.300000,-146.900000,-799.100000,0.800000,-0.500000,-0.100000,1.000000,0.200000,-0.100000,43.082647,1.414423,97.125016,95.710593,-1.414423,1.414423,-31.806100,11.255240,43.061340,43.061340,40.236358,75.270455,85.386711,81.539794,0.200000,0.000000,-1.000000,3.488000,74.410582,71.565051,1.260000,73.316503,72.979474,-2025.000000,-148.600000,-798.000000,-1819.400000,-140.800000,-1190.000000,438.024771,438.052177,442.231896,442.275355,61.309622,56.946370,4.363252
SITE1_P01,P01,SITE1,map,C,2,6,5,P01_race_map_C_6.csv,20,21,22,23,10:10:51.398,10:10:51.398,10:10:53.982,10:10:54.942,2.584000,-1823.300000,-139.300000,-1188.600000,-1823.200000,-139.200000,-1188.500000,0.300000,-0.600000,-0.700000,0.600000,0.100000,-0.800000,45.742381,13.671307,156.801409,143.130102,-13.671307,13.671307,-38.232404,5.710593,43.942997,43.942997,36.570016,51.767596,84.402864,82.514172,0.900000,-0.300000,0.400000,3.544000,80.194341,90.763898,0.960000,79.418821,77.092591,-1819.400000,-140.800000,-1190.000000,-1375.200000,-127.000000,-1014.300000,439.002164,439.069687,480.805678,480.962982,89.380721,74.312567,15.068154
SITE1_P01,P01,SITE1,map,C,2,6,6,P01_race_map_C_6.csv,24,25,26,27,10:11:00.781,10:11:00.781,10:11:04.341,10:11:06.384,3.560000,-1369.300000,-125.700000,-1018.300000,-1373.300000,-125.300000,-1015.000000,0.900000,-0.400000,0.100000,-0.700000,0.200000,0.700000,129.801368,128.659808,83.659808,-45.000000,-128.659808,128.659808,-23.832299,11.421754,35.254053,35.254053,41.846840,73.729893,84.778348,88.205706,1.000000,0.100000,0.200000,5.603000,29.829324,4.969741,2.043000,121.452662,123.690068,-1375.200000,-127.000000,-1014.300000,-975.600000,-113.200000,-896.400000,484.725923,484.916673,412.139903,412.329419,27.665152,117.397114,-89.731962
SITE1_P01,P01,SITE1,tsunami,A,3,10,1,P01_race_tsunami_A_10.csv,4,5,6,7,10:18:16.062,10:18:16.062,10:18:17.505,10:18:18.502,1.443000,1039.600000,-123.800000,-1928.800000,1039.600000,-123.800000,-1928.800000,-0.800000,0.300000,0.600000,-0.800000,0.000000,0.500000,17.373948,4.864514,-53.130102,-57.994617,-4.864514,4.864514,16.699244,0.000000,-16.699244,16.699244,88.980861,95.213509,80.426880,80.351671,-0.800000,0.100000,-0.500000,2.440000,68.064296,68.875281,0.997000,64.166273,64.010766,1036.100000,-125.400000,-1926.600000,660.800000,-122.800000,-2101.300000,411.937301,412.145545,416.227930,416.229132,62.621170,56.489321,6.131849
SITE1_P01,P01,SITE1,tsunami,A,3,10,2,P01_race_tsunami_A_10.csv,11,12,13,14,10:18:22.223,10:18:22.223,10:18:24.306,10:18:24.898,2.083000,663.400000,-121.100000,-2103.300000,663.400000,-121.100000,-2103.300000,-0.900000,0.000000,0.400000,-0.900000,0.000000,0.300000,5.527540,5.527540,-66.037511,-71.565051,-5.527540,5.527540,0.000000,0.000000,0.000000,0.000000,88.730412,66.548047,86.043071,67.580499,-1.000000,0.100000,-0.200000,2.675000,35.657255,35.272421,0.592000,30.220046,29.744881,660.800000,-122.800000,-2101.300000,193.000000,-120.500000,-2075.600000,12.839003,12.842508,471.214866,471.215248,20.592582,15.065091,5.527491
