ParticipantID,Location,Method,PathID,MethodOrder,RunID,TotalPathTime,BannerDelayTime,BannerCount,MeanBannerDelayTime,NetPathTime,TeleportCount_Base,TeleportCount_Map,TeleportCount_Tsunami,TotalTeleports,TotalTraversedDistance,MeanOrientationTime,MeanAimingTime,MeanHeadDelta,MeanPostLandingDirectionalError,MedianPostLandingDirectionalError,MeanReorientationImprovement,MeanLeftControllerDirectionalError,MeanRightControllerDirectionalError,MeanLeftControllerViewingAngle,MeanRightControllerViewingAngle,MeanNearestControllerViewingAngle,ControllerDirectedAttentionRate,MeanLeftControllerViewingAngleAtMapAim,MeanRightControllerViewingAngleAtMapAim,LeftControllerViewingRateAtMapAim15,LeftControllerViewingRateAtMapAim20,LeftControllerViewingRateAtMapAim25,RightControllerViewingRateAtMapAim15,RightControllerViewingRateAtMapAim20,RightControllerViewingRateAtMapAim25,MapAimSampleCount,DirectionalSampleCount,DirectionalRecoveredFromTeleportCount
P08,SITE2,tsunami,A,1,3,93.17,19.90,6,3.32,73.27,0,0,14,14,3221.43,3.34,2.21,108.15,117.60,149.06,105.23,37.73,10.43,86.23,66.92,64.62,0.0000,,,,,,,,,0,13,0
P08,SITE2,tsunami,B,1,1,71.95,24.17,6,4.03,47.79,0,0,15,15,3149.74,3.05,1.63,44.35,76.20,72.41,41.74,48.65,35.12,80.66,69.96,69.73,0.0000,,,,,,,,,0,14,0
P08,SITE2,tsunami,C,1,2,68.89,10.76,6,1.79,58.13,0,0,23,23,3166.84,1.51,1.47,63.87,87.42,88.63,59.55,48.57,26.64,82.27,73.27,71.55,0.0000,,,,,,,,,0,22,0
P09,SITE2,baseline,A,2,5,88.81,11.39,6,1.90,77.42,30,0,0,30,3102.43,1.12,1.50,30.31,27.01,6.95,18.75,35.38,8.20,93.36,70.59,70.59,0.0000,,,,,,,,,0,29,0
P09,SITE2,baseline,B,2,6,52.15,9.47,6,1.58,42.68,29,0,0,29,2951.54,1.12,0.68,35.05,38.63,8.52,31.87,14.04,4.43,87.21,69.06,68.55,0.0000,,,,,,,,,0,28,0
P09,SITE2,baseline,C,2,7,53.90,5.46,6,0.91,48.43,34,0,0,34,2977.02,0.88,0.64,27.77,32.39,6.93,25.29,13.87,6.78,93.24,70.56,70.56,0.0000,,,,,,,,,0,33,0
P09,SITE2,map,A,3,11,32.76,7.97,6,1.33,24.79,0,7,0,7,2992.53,1.63,3.20,15.66,49.11,36.90,1.98,37.99,46.87,54.77,64.77,54.08,0.0000,54.77,64.77,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P09,SITE2,map,B,3,9,75.30,20.26,6,3.38,55.04,0,10,0,10,2898.26,3.30,4.49,17.19,59.32,46.95,1.95,54.19,53.13,41.42,67.68,41.42,0.1111,41.42,67.68,0.0000,0.1111,0.1111,0.0000,0.0000,0.0000,9,9,0
P09,SITE2,map,C,3,10,50.93,10.65,6,1.77,40.28,0,7,0,7,2882.35,2.39,4.63,22.77,106.30,108.53,-3.58,113.51,118.11,33.60,53.68,33.60,0.3333,33.60,53.68,0.0000,0.3333,0.3333,0.0000,0.0000,0.0000,6,6,0
P09,SITE2,tsunami,A,1,2,52.77,8.87,6,1.48,43.90,0,0,14,14,3043.36,1.76,1.82,35.68,43.01,27.22,34.49,26.84,7.10,83.87,66.40,66.40,0.0000,,,,,,,,,0,13,0
P09,SITE2,tsunami,B,1,3,44.28,8.63,6,1.44,35.65,0,0,14,14,2925.32,1.64,1.61,37.18,53.19,50.58,34.80,41.39,19.84,76.29,59.84,59.84,0.0000,,,,,,,,,0,13,0
P09,SITE2,tsunami,C,1,1,75.11,13.60,6,2.27,61.51,0,0,13,13,3056.76,3.10,1.57,71.42,73.34,74.22,66.13,23.70,8.50,83.18,71.16,71.16,0.0000,,,,,,,,,0,12,0
P10,SITE2,baseline,A,1,1,174.44,12.79,6,2.13,161.64,37,0,0,37,3088.99,1.49,3.09,13.99,22.35,18.89,12.02,16.26,12.39,91.49,77.36,77.12,0.0000,,,,,,,,,0,36,0
P10,SITE2,baseline,B,1,2,97.78,10.20,6,1.70,87.59,22,0,0,22,3046.52,1.72,2.77,38.23,39.42,3.49,36.30,11.44,3.27,89.42,71.18,71.18,0.0000,,,,,,,,,0,21,0
P10,SITE2,baseline,C,1,3,108.86,8.63,6,1.44,100.23,21,0,0,21,2903.01,1.48,3.28,26.19,24.39,4.50,18.28,10.39,5.30,98.15,69.98,69.98,0.0000,,,,,,,,,0,20,0
P10,SITE2,map,A,3,10,50.84,14.30,6,2.38,36.53,0,7,0,7,2986.62,3.02,4.53,21.48,60.38,57.74,13.41,40.60,49.15,47.93,70.64,47.93,0.0000,47.93,70.64,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P10,SITE2,map,B,3,11,76.48,14.18,6,2.36,62.30,0,8,0,8,3005.67,4.08,5.81,53.70,64.54,68.77,21.41,46.56,44.27,40.03,62.19,39.10,0.0000,40.03,62.19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7,7,0
P10,SITE2,map,C,3,9,87.75,35.64,6,5.94,52.12,0,7,0,7,2877.10,6.06,6.06,35.62,57.52,61.39,24.29,33.03,31.85,30.52,61.32,30.52,0.0000,30.52,61.32,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P10,SITE2,tsunami,A,2,7,64.22,6.34,6,1.06,57.88,0,0,13,13,3437.10,1.97,2.97,85.96,94.99,90.99,85.28,29.51,7.59,88.99,75.32,75.32,0.0000,,,,,,,,,0,12,0
P10,SITE2,tsunami,B,2,5,59.51,8.59,6,1.43,50.91,0,0,13,13,2927.51,2.10,2.59,68.03,67.46,65.45,64.16,8.39,2.63,81.98,68.86,68.86,0.0000,,,,,,,,,0,12,0
P10,SITE2,tsunami,C,2,6,66.01,8.10,6,1.35,57.91,0,0,13,13,3124.49,2.17,3.01,101.46,107.60,109.97,101.75,24.24,6.03,87.75,74.87,74.72,0.0000,,,,,,,,,0,12,0
P11,SITE2,baseline,A,1,3,119.00,13.75,6,2.29,105.24,43,0,0,43,3399.42,1.37,1.16,32.06,43.39,13.42,25.95,33.26,19.15,97.17,66.28,66.28,0.0000,,,,,,,,,0,42,0
P11,SITE2,baseline,B,1,1,85.94,21.30,6,3.55,64.65,28,0,0,28,3027.06,1.96,1.09,29.23,29.52,4.87,26.73,10.38,3.19,89.43,67.34,67.34,0.0000,,,,,,,,,0,27,0
P11,SITE2,baseline,C,1,2,89.00,16.50,6,2.75,72.51,31,0,0,31,3053.61,1.41,1.31,28.56,42.51,32.45,26.31,29.20,16.94,92.01,68.72,68.28,0.0000,,,,,,,,,0,30,0
P11,SITE2,map,A,3,9,63.83,19.18,6,3.20,44.65,0,7,0,7,3000.38,5.33,4.38,37.06,69.33,71.07,34.80,35.46,46.09,48.07,54.41,45.09,0.0000,48.07,54.41,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P11,SITE2,map,B,3,10,58.46,20.58,6,3.43,37.88,0,7,0,7,2895.26,5.30,3.76,33.47,75.94,96.33,18.05,74.28,53.11,40.94,57.91,40.32,0.0000,40.94,57.91,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P11,SITE2,map,C,3,11,50.05,17.00,6,2.83,33.05,0,7,0,7,2915.47,3.93,3.59,27.05,119.80,134.39,-5.87,125.53,126.81,27.75,50.41,27.75,0.0000,27.75,50.41,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,6,6,0
P11,SITE2,tsunami,A,2,6,70.98,13.29,6,2.21,57.69,0,0,16,16,4094.42,2.34,1.45,87.35,97.22,85.85,92.05,39.35,6.37,99.85,70.58,70.58,0.0000,,,,,,,,,0,15,0
P11,SITE2,tsunami,B,2,7,59.60,20.49,6,3.41,39.11,0,0,14,14,2940.67,2.86,1.51,51.86,62.33,56.68,48.28,47.84,13.99,99.59,72.98,72.98,0.0000,,,,,,,,,0,13,0
P11,SITE2,tsunami,C,2,5,59.95,19.39,6,3.23,40.56,0,0,11,11,2906.31,3.39,1.67,59.51,59.34,68.68,55.67,22.34,4.47,94.95,70.83,70.83,0.0000,,,,,,,,,0,10,0
P12,SITE2,baseline,A,1,2,129.68,10.14,6,1.69,119.54,27,0,0,27,3142.21,1.78,2.70,38.73,44.74,19.60,35.76,10.98,7.76,62.87,59.64,58.55,0.0000,,,,,,,,,0,26,0
P12,SITE2,baseline,B,1,3,109.43,13.43,6,2.24,96.00,22,0,0,22,2933.76,1.71,3.10,25.87,30.32,14.07,24.58,21.90,5.24,64.17,62.37,60.01,0.0000,,,,,,,,,0,21,0
P12,SITE2,baseline,C,1,1,178.40,15.63,6,2.61,162.76,27,0,0,27,3072.53,2.21,3.55,46.40,56.93,31.88,46.75,12.38,11.36,61.84,61.90,58.55,0.0000,,,,,,,,,0,26,0
P12,SITE2,map,A,3,11,83.03,21.35,6,3.56,61.68,0,7,0,7,2935.51,4.88,6.67,60.22,96.37,98.15,49.33,56.13,54.36,47.70,65.30,47.70,0.0000,47.70,65.30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P12,SITE2,map,B,3,9,110.78,35.11,6,5.85,75.67,0,7,0,7,2805.02,7.88,8.95,65.95,58.68,63.68,51.58,5.95,8.01,40.50,70.74,40.50,0.0000,40.50,70.74,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P12,SITE2,map,C,3,10,74.44,13.76,6,2.29,60.67,0,7,0,7,2878.20,4.18,5.66,56.93,59.58,59.31,56.75,14.05,12.07,41.74,70.79,41.45,0.0000,41.74,70.79,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,6,6,0
P12,SITE2,tsunami,A,2,5,151.01,14.70,6,2.45,136.30,0,0,18,18,4326.88,2.72,3.87,109.13,112.52,139.82,108.99,10.32,3.48,71.60,65.69,65.55,0.0000,,,,,,,,,0,17,0
P12,SITE2,tsunami,B,2,6,104.86,15.93,6,2.65,88.93,0,0,12,12,3266.37,3.31,4.98,117.61,119.04,100.70,113.44,9.65,6.69,68.27,66.65,64.32,0.0000,,,,,,,,,0,11,0
P12,SITE2,tsunami,C,2,7,99.18,17.16,6,2.86,82.02,0,0,14,14,3093.06,3.11,4.06,102.66,101.01,92.13,86.52,17.78,14.01,72.88,69.40,69.07,0.0000,,,,,,,,,0,13,0
P13,SITE2,baseline,A,2,7,95.41,8.38,6,1.40,87.04,51,0,0,51,3117.38,0.82,0.98,11.32,17.18,9.80,8.13,12.53,10.32,80.90,59.35,59.35,0.0000,,,,,,,,,0,50,0
P13,SITE2,baseline,B,2,5,86.51,10.79,6,1.80,75.72,30,0,0,30,2905.79,1.03,1.42,6.83,22.21,5.58,5.97,23.24,14.89,76.06,53.28,53.28,0.0000,,,,,,,,,0,29,0
P13,SITE2,baseline,C,2,6,103.74,9.76,6,1.63,93.98,39,0,0,39,3073.18,1.40,1.20,24.03,34.36,13.31,24.42,19.80,11.01,78.87,52.64,52.64,0.0263,,,,,,,,,0,38,0
P13,SITE2,map,A,1,1,68.41,20.66,6,3.44,47.75,0,7,0,7,3006.21,4.76,5.37,17.73,47.07,39.36,-0.47,42.09,46.65,34.89,55.79,34.89,0.0000,34.89,55.79,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,6,6,0
P13,SITE2,map,B,1,2,49.24,13.52,6,2.25,35.73,0,7,0,7,2884.80,3.27,4.06,15.05,54.28,53.20,7.01,48.43,49.56,28.73,62.94,28.73,0.1667,28.73,62.94,0.0000,0.1667,0.5000,0.0000,0.0000,0.0000,6,6,0
P13,SITE2,map,C,1,3,54.46,13.51,6,2.25,40.95,0,8,0,8,2909.10,2.89,4.07,25.33,116.71,117.79,-3.09,129.28,120.56,26.73,57.16,26.73,0.1429,26.73,57.16,0.1429,0.1429,0.5714,0.0000,0.0000,0.0000,7,7,0
P13,SITE2,tsunami,A,3,10,49.52,6.99,6,1.17,42.53,0,0,11,11,3018.69,1.96,2.52,61.37,60.80,49.72,56.46,5.08,2.83,77.73,40.27,40.27,0.3000,,,,,,,,,0,10,0
P13,SITE2,tsunami,B,3,11,62.78,11.71,6,1.95,51.07,0,0,16,16,3015.52,1.95,1.82,44.08,42.17,6.55,37.62,11.79,2.63,77.22,27.22,27.22,0.3333,,,,,,,,,0,15,0
P13,SITE2,tsunami,C,3,9,77.68,10.63,6,1.77,67.05,0,0,17,17,3038.48,2.32,1.89,69.92,72.20,75.86,67.82,17.24,3.86,82.58,62.83,62.56,0.0000,,,,,,,,,0,16,0
P14,SITE2,baseline,A,2,6,195.44,15.30,6,2.55,180.14,33,0,0,33,3136.08,2.51,2.87,31.59,32.21,16.96,23.73,11.69,8.97,76.14,69.31,68.65,0.0000,,,,,,,,,0,32,0
P14,SITE2,baseline,B,2,7,129.74,15.72,6,2.62,114.03,25,0,0,25,2894.61,2.30,2.84,20.76,19.95,6.71,15.53,15.76,4.44,75.24,73.65,72.20,0.0000,,,,,,,,,0,24,0
P14,SITE2,baseline,C,2,5,257.16,21.93,6,3.66,235.23,32,0,0,32,3294.30,3.44,3.81,45.76,55.48,22.10,40.73,19.26,14.70,70.00,64.09,63.49,0.0000,,,,,,,,,0,31,0
P14,SITE2,map,A,1,3,68.70,12.71,6,2.12,55.99,0,9,0,9,3024.35,3.60,4.03,47.18,72.29,52.91,43.53,35.11,27.74,45.62,62.38,45.62,0.0000,45.62,62.38,0.0000,0.0000,0.1250,0.0000,0.0000,0.0000,8,8,0
P14,SITE2,map,B,1,1,126.07,16.63,6,2.77,109.43,0,8,0,8,2889.76,5.53,8.29,58.14,62.07,81.42,58.88,10.93,5.25,41.47,54.85,41.47,0.0000,41.47,54.85,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7,7,0
P14,SITE2,map,C,1,2,92.79,15.31,6,2.55,77.48,0,9,0,9,2906.81,4.86,5.81,53.01,64.06,54.59,57.15,13.51,7.64,36.07,55.07,36.07,0.1250,36.07,55.07,0.0000,0.1250,0.1250,0.0000,0.0000,0.0000,8,8,0
P14,SITE2,tsunami,A,3,9,104.41,16.48,6,2.75,87.93,0,0,14,14,3227.77,4.23,2.99,117.20,119.71,153.26,115.18,9.27,3.82,75.44,76.64,72.90,0.0000,,,,,,,,,0,13,0
P14,SITE2,tsunami,B,3,10,77.82,12.18,6,2.03,65.65,0,0,13,13,2903.75,3.03,2.62,43.89,44.30,35.61,40.11,6.24,3.05,75.53,69.96,68.53,0.0000,,,,,,,,,0,12,0
P14,SITE2,tsunami,C,3,11,110.53,16.92,6,2.82,93.61,0,0,16,16,3035.94,3.41,3.21,73.24,61.29,59.18,43.29,28.71,19.18,80.35,70.49,70.45,0.0000,,,,,,,,,0,15,0
P15,SITE2,baseline,A,2,5,78.63,12.54,6,2.09,66.09,32,0,0,32,3177.87,1.37,1.03,27.05,28.24,14.48,19.13,11.90,8.23,72.60,45.38,45.38,0.0000,,,,,,,,,0,31,0
P15,SITE2,baseline,B,2,6,68.90,11.04,6,1.84,57.87,23,0,0,23,2988.33,1.55,1.40,33.87,34.24,7.54,29.91,14.19,5.18,78.73,54.80,54.75,0.0000,,,,,,,,,0,22,0
P15,SITE2,baseline,C,2,7,68.54,8.60,6,1.43,59.95,27,0,0,27,3089.72,1.43,1.09,35.21,35.13,22.56,27.50,15.74,9.20,75.30,49.08,49.08,0.0000,,,,,,,,,0,26,0
P15,SITE2,map,A,1,2,66.67,14.74,6,2.46,51.93,0,12,0,12,3025.93,3.10,2.66,46.51,61.14,51.59,46.14,22.42,19.50,51.64,51.86,47.39,0.0000,51.64,51.86,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11,11,0
P15,SITE2,map,B,1,3,55.38,13.78,6,2.30,41.61,0,8,0,8,2898.32,3.09,3.09,36.40,106.71,104.94,30.37,75.11,83.86,46.91,49.05,43.61,0.0000,46.91,49.05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7,7,0
P15,SITE2,map,C,1,1,72.69,21.55,6,3.59,51.15,0,9,0,9,2911.10,4.77,3.77,39.06,76.58,86.92,32.52,42.02,43.97,31.64,48.20,30.49,0.2500,31.64,48.20,0.2500,0.2500,0.3750,0.0000,0.0000,0.0000,8,8,0
P15,SITE2,tsunami,A,3,11,49.89,11.01,6,1.84,38.87,0,0,10,10,3243.57,2.74,1.90,85.85,87.43,84.43,82.05,21.15,5.80,73.86,54.43,53.96,0.0000,,,,,,,,,0,9,0
P15,SITE2,tsunami,B,3,9,49.77,15.23,6,2.54,34.53,0,0,13,13,2949.21,2.70,1.28,79.43,81.79,89.82,77.86,24.42,5.40,74.49,55.44,55.44,0.0000,,,,,,,,,0,12,0
P15,SITE2,tsunami,C,3,10,40.31,10.18,6,1.70,30.13,0,0,10,10,2945.16,2.42,1.47,61.43,65.61,55.00,59.74,22.37,8.37,74.67,58.42,58.42,0.0000,,,,,,,,,0,9,0
P16,SITE2,baseline,A,3,10,53.52,8.19,6,1.36,45.33,84,0,0,84,3094.42,0.35,0.25,6.41,14.62,6.58,5.03,46.33,10.14,94.04,62.61,62.43,0.0000,,,,,,,,,0,83,0
P16,SITE2,baseline,B,3,11,49.19,8.23,6,1.37,40.96,83,0,0,83,2896.60,0.28,0.31,5.69,7.93,3.22,-2.10,51.03,10.23,107.88,71.15,69.39,0.0000,,,,,,,,,0,82,1
P16,SITE2,baseline,C,3,9,65.46,9.37,6,1.56,56.09,95,0,0,95,3308.26,0.29,0.38,6.31,22.86,6.55,2.25,53.71,23.61,102.48,68.21,68.10,0.0000,,,,,,,,,0,94,0
P16,SITE2,map,A,2,7,34.65,12.78,6,2.13,21.87,0,7,0,7,2994.42,2.34,2.90,15.09,75.23,82.00,5.25,59.80,75.18,56.55,53.39,51.64,0.0000,56.55,53.39,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P16,SITE2,map,B,2,5,47.74,18.14,6,3.02,29.59,0,7,0,7,2890.01,3.41,3.89,17.73,53.19,43.36,-0.37,56.63,54.96,57.57,52.52,50.06,0.0000,57.57,52.52,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P16,SITE2,map,C,2,6,36.76,10.53,6,1.75,26.23,0,7,0,7,2896.43,2.01,3.48,22.45,109.09,111.14,1.00,121.34,108.61,45.41,50.21,38.99,0.0000,45.41,50.21,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,6,6,0
P16,SITE2,tsunami,A,1,1,62.64,12.98,6,2.16,49.65,0,0,20,20,3359.55,1.22,1.90,29.05,96.94,100.04,19.53,94.29,74.53,111.30,60.24,60.24,0.0000,,,,,,,,,0,19,0
P16,SITE2,tsunami,B,1,2,52.13,8.13,6,1.36,44.00,0,0,19,19,3018.69,0.76,1.67,7.18,48.34,26.24,2.52,64.51,44.47,115.36,53.90,53.90,0.0000,,,,,,,,,0,18,0
P16,SITE2,tsunami,C,1,3,44.09,8.45,6,1.41,35.64,0,0,14,14,2924.78,1.02,1.80,12.71,49.73,34.38,5.30,52.57,41.50,113.83,64.47,64.47,0.0000,,,,,,,,,0,13,0
P17,SITE2,baseline,A,3,9,116.52,9.53,6,1.59,106.98,65,0,0,65,3145.14,0.81,0.90,13.59,15.36,6.84,5.76,21.15,13.14,75.36,65.29,61.67,0.0000,,,,,,,,,0,64,0
P17,SITE2,baseline,B,3,10,71.95,10.72,6,1.79,61.23,39,0,0,39,2901.33,0.97,0.89,13.13,14.69,6.36,10.07,11.96,6.82,71.96,68.94,65.00,0.0000,,,,,,,,,0,38,0
P17,SITE2,baseline,C,3,11,72.78,11.52,6,1.92,61.26,32,0,0,32,2990.42,1.16,1.10,28.87,35.21,10.98,25.31,21.60,8.64,90.03,72.34,69.93,0.0000,,,,,,,,,0,31,0
P17,SITE2,map,A,2,6,73.05,20.17,6,3.36,52.88,0,7,0,7,2998.79,4.62,6.35,50.45,52.72,48.30,5.90,55.77,39.95,38.82,69.13,38.82,0.1667,38.82,69.13,0.1667,0.1667,0.1667,0.0000,0.0000,0.0000,6,6,0
P17,SITE2,map,B,2,7,54.86,19.48,6,3.25,35.38,0,7,0,7,2885.54,4.49,3.93,39.28,100.77,113.88,8.63,81.69,93.71,62.85,38.29,30.59,0.5000,62.85,38.29,0.0000,0.1667,0.1667,0.0000,0.3333,0.3333,6,6,0
P17,SITE2,map,C,2,5,82.52,23.73,6,3.95,58.79,0,7,0,7,2878.98,5.72,6.65,73.49,68.69,68.20,63.07,10.76,16.72,68.67,68.40,63.87,0.0000,68.67,68.40,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P17,SITE2,tsunami,A,1,3,60.66,13.31,6,2.22,47.34,0,0,12,12,3351.12,2.81,2.36,112.22,107.83,132.72,101.58,25.30,6.79,79.77,47.53,47.53,0.0000,,,,,,,,,0,11,0
P17,SITE2,tsunami,B,1,1,76.89,16.95,6,2.82,59.95,0,0,12,12,3157.74,3.59,2.88,110.15,122.71,138.19,106.33,31.92,14.92,84.68,54.47,54.47,0.0000,,,,,,,,,0,11,0
P17,SITE2,tsunami,C,1,2,71.60,18.36,6,3.06,53.24,0,0,13,13,3189.67,3.29,2.31,96.66,95.72,93.36,91.44,25.30,5.83,74.71,36.94,29.89,0.1667,,,,,,,,,0,12,0
P18,SITE2,baseline,A,3,11,60.08,10.57,6,1.76,49.50,30,0,0,30,3062.16,1.01,0.99,24.23,26.36,7.27,22.84,11.50,4.28,70.05,59.22,58.02,0.0000,,,,,,,,,0,29,0
P18,SITE2,baseline,B,3,9,85.75,11.12,6,1.85,74.63,25,0,0,25,2921.90,1.02,2.09,21.77,25.68,3.42,15.18,13.58,9.26,67.48,52.66,52.16,0.0000,,,,,,,,,0,24,0
P18,SITE2,baseline,C,3,10,65.67,8.07,6,1.35,57.60,25,0,0,25,2930.48,0.92,1.69,24.96,26.92,5.14,19.57,17.23,8.28,72.34,58.08,56.90,0.0000,,,,,,,,,0,24,0
P18,SITE2,map,A,2,5,72.00,24.95,6,4.16,47.05,0,8,0,8,2987.74,3.54,4.93,26.01,42.83,34.87,14.12,36.13,30.28,45.23,43.95,40.20,0.0000,45.23,43.95,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,7,7,0
P18,SITE2,map,B,2,6,55.72,15.20,6,2.53,40.52,0,7,0,7,2879.50,4.27,3.98,57.17,57.60,56.09,53.33,9.83,4.03,52.38,54.30,51.90,0.0000,52.38,54.30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P18,SITE2,map,C,2,7,51.38,13.46,6,2.24,37.92,0,7,0,7,2886.24,3.61,4.13,63.02,62.02,64.85,56.57,6.70,4.00,62.20,64.14,61.31,0.0000,62.20,64.14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P18,SITE2,tsunami,A,1,2,62.94,13.42,6,2.24,49.52,0,0,13,13,3365.76,2.29,2.31,97.13,103.50,118.24,77.26,42.43,22.78,67.00,47.87,47.87,0.0000,,,,,,,,,0,12,0
P18,SITE2,tsunami,B,1,3,38.07,9.87,6,1.65,28.19,0,0,11,11,2913.05,1.73,1.53,49.87,58.15,53.78,41.84,34.51,16.98,69.30,46.18,46.18,0.0000,,,,,,,,,0,10,0
P18,SITE2,tsunami,C,1,1,87.04,21.06,6,3.51,65.98,0,0,14,14,3085.91,2.83,3.05,75.27,117.40,146.31,68.13,53.62,51.45,58.13,49.37,46.93,0.0000,,,,,,,,,0,13,0
