ParticipantID,Location,Method,PathID,MethodOrder,RunID,TotalPathTime,BannerDelayTime,BannerCount,MeanBannerDelayTime,NetPathTime,TeleportCount_Base,TeleportCount_Map,TeleportCount_Tsunami,TotalTeleports,TotalTraversedDistance,MeanOrientationTime,MeanAimingTime,MeanHeadDelta,MeanPostLandingDirectionalError,MedianPostLandingDirectionalError,MeanReorientationImprovement,MeanLeftControllerDirectionalError,MeanRightControllerDirectionalError,MeanLeftControllerViewingAngle,MeanRightControllerViewingAngle,MeanNearestControllerViewingAngle,ControllerDirectedAttentionRate,MeanLeftControllerViewingAngleAtMapAim,MeanRightControllerViewingAngleAtMapAim,LeftControllerViewingRateAtMapAim15,LeftControllerViewingRateAtMapAim20,LeftControllerViewingRateAtMapAim25,RightControllerViewingRateAtMapAim15,RightControllerViewingRateAtMapAim20,RightControllerViewingRateAtMapAim25,MapAimSampleCount,DirectionalSampleCount,DirectionalRecoveredFromTeleportCount
P20,SITE1,map,B,1,3,33.47,10.10,6,1.68,23.37,0,7,0,7,2892.15,2.27,2.72,28.53,80.31,84.67,9.59,81.46,73.46,46.28,49.93,41.75,0.0000,46.28,49.93,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P20,SITE1,map,C,1,1,55.31,18.17,6,3.03,37.14,0,7,0,7,2896.73,4.43,3.75,40.18,56.02,66.14,27.10,44.81,31.57,30.25,46.79,30.14,0.5000,30.25,46.79,0.1667,0.5000,0.5000,0.0000,0.0000,0.0000,6,6,0
P20,SITE1,tsunami,A,3,11,42.09,6.40,6,1.07,35.69,0,0,13,13,4136.62,1.18,1.57,60.42,83.98,81.31,50.78,70.37,32.36,81.54,56.26,53.09,0.0000,,,,,,,,,0,12,0
P20,SITE1,tsunami,B,3,9,34.52,6.94,6,1.16,27.57,0,0,11,11,3016.79,1.69,1.53,103.65,117.16,129.46,103.06,78.65,19.72,89.32,63.87,57.02,0.0000,,,,,,,,,0,10,0
P20,SITE1,tsunami,C,3,10,34.49,5.84,6,0.97,28.65,0,0,13,13,2932.47,1.13,1.38,40.62,46.68,30.55,33.52,34.91,15.30,78.99,61.63,60.00,0.0000,,,,,,,,,0,12,0
P21,SITE1,baseline,A,1,2,83.26,10.21,6,1.70,73.05,35,0,0,35,3086.23,1.20,1.14,22.12,27.34,11.53,20.14,11.11,7.80,68.82,56.63,56.63,0.0000,,,,,,,,,0,34,0
P21,SITE1,baseline,B,1,3,63.66,9.85,6,1.64,53.81,27,0,0,27,2916.13,1.13,1.11,22.31,27.70,5.06,19.85,11.42,7.16,67.37,53.49,53.49,0.0000,,,,,,,,,0,26,0
P21,SITE1,baseline,C,1,1,91.29,10.84,6,1.81,80.46,30,0,0,30,3055.55,1.52,1.27,39.06,44.69,19.71,36.78,13.24,7.87,68.14,53.14,53.14,0.0000,,,,,,,,,0,29,0
P21,SITE1,map,A,3,11,40.80,13.39,6,2.23,27.41,0,7,0,7,2995.41,3.40,2.84,80.30,91.51,86.80,39.88,61.30,62.62,54.82,69.70,54.82,0.0000,54.82,69.70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P21,SITE1,map,B,3,9,53.30,18.83,6,3.14,34.47,0,7,0,7,2881.99,4.87,3.04,63.41,62.85,69.32,58.27,5.49,13.34,37.01,58.42,37.01,0.0000,37.01,58.42,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,6,6,0
P21,SITE1,map,C,3,10,59.17,23.56,6,3.93,35.61,0,7,0,7,2917.44,5.12,2.65,65.57,60.75,55.13,33.13,32.05,35.77,29.38,58.23,29.38,0.1667,29.38,58.23,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,6,6,0
P21,SITE1,tsunami,A,2,5,63.27,12.23,6,2.04,51.04,0,0,14,14,3191.88,2.59,1.97,107.26,108.56,123.23,104.66,9.79,4.84,66.16,61.28,59.87,0.0000,,,,,,,,,0,13,0
P21,SITE1,tsunami,B,2,6,46.11,9.50,6,1.58,36.60,0,0,12,12,2943.74,2.30,1.58,87.49,89.70,80.74,84.67,13.28,3.79,64.87,59.97,58.75,0.0000,,,,,,,,,0,11,0
P21,SITE1,tsunami,C,2,7,47.45,9.12,6,1.52,38.33,0,0,13,13,2977.94,1.93,1.76,74.14,76.55,65.97,72.40,14.32,5.14,70.58,65.65,65.08,0.0000,,,,,,,,,0,12,0
P22,SITE1,baseline,A,2,7,78.86,9.78,6,1.63,69.07,39,0,0,39,3103.02,1.05,0.97,33.21,31.98,11.17,23.77,43.47,9.75,101.31,58.80,58.80,0.0000,,,,,,,,,0,38,0
P22,SITE1,baseline,B,2,5,79.08,12.63,6,2.11,66.45,29,0,0,29,2957.35,1.15,1.38,28.95,39.62,5.12,24.54,57.73,13.86,96.11,57.84,57.84,0.0000,,,,,,,,,0,28,0
P22,SITE1,baseline,C,2,6,92.26,11.87,6,1.98,80.39,37,0,0,37,3375.00,1.19,1.20,41.36,47.18,18.00,28.48,43.24,20.42,97.08,61.92,61.92,0.0000,,,,,,,,,0,36,0
P22,SITE1,map,A,3,10,44.22,14.26,6,2.38,29.96,0,7,0,7,3010.49,3.10,3.59,23.03,90.65,86.45,-15.62,105.82,97.50,41.70,33.14,33.14,0.1667,41.70,33.14,0.0000,0.0000,0.0000,0.0000,0.1667,0.3333,6,6,0
P22,SITE1,map,B,3,11,45.28,15.47,6,2.58,29.81,0,7,0,7,2891.62,3.29,3.60,37.13,74.48,68.90,-5.53,83.53,76.53,51.60,43.67,41.24,0.0000,51.60,43.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P22,SITE1,map,C,3,9,66.70,19.37,6,3.23,47.33,0,7,0,7,2886.88,4.50,4.70,57.55,58.43,38.22,45.98,21.68,22.15,49.33,60.91,49.33,0.0000,49.33,60.91,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,6,6,0
P22,SITE1,tsunami,A,1,1,80.32,11.99,6,2.00,68.33,0,0,24,24,4452.62,1.49,1.86,41.84,55.56,29.54,27.04,69.84,32.71,94.95,57.09,57.09,0.0000,,,,,,,,,0,23,0
P22,SITE1,tsunami,B,1,2,42.18,9.46,6,1.58,32.72,0,0,13,13,2957.66,1.45,1.85,35.46,89.20,71.39,24.85,86.36,71.86,94.07,59.67,59.66,0.0000,,,,,,,,,0,12,0
P22,SITE1,tsunami,C,1,3,40.34,10.95,6,1.83,29.39,0,0,12,12,2983.16,1.63,1.80,38.70,78.29,74.28,21.51,89.68,57.98,88.03,45.16,45.16,0.0000,,,,,,,,,0,11,0
P23,SITE1,baseline,A,3,10,99.58,11.36,6,1.89,88.22,31,0,0,31,3103.17,1.38,1.69,28.11,34.06,17.50,27.19,26.96,7.86,99.15,74.12,74.11,0.0000,,,,,,,,,0,30,0
P23,SITE1,baseline,B,3,11,72.79,8.79,6,1.46,64.00,28,0,0,28,2895.16,1.17,1.45,12.88,18.41,3.26,9.56,21.18,7.68,98.36,78.63,78.54,0.0000,,,,,,,,,0,27,0
P23,SITE1,baseline,C,3,9,111.96,11.99,6,2.00,99.96,29,0,0,29,3039.91,1.66,2.03,39.98,45.09,17.60,34.22,19.48,26.70,80.53,89.36,71.98,0.0000,,,,,,,,,0,28,0
P23,SITE1,map,A,1,1,88.61,29.06,6,4.84,59.55,0,7,0,7,3007.77,6.96,6.15,79.74,84.79,74.93,79.43,3.15,8.36,47.35,62.18,47.35,0.0000,47.35,62.18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P23,SITE1,map,B,1,2,87.43,26.01,6,4.34,61.42,0,7,0,7,2847.37,4.54,6.18,57.50,59.29,57.12,51.80,15.89,11.93,45.99,68.37,45.63,0.0000,45.99,68.37,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,6,6,0
P23,SITE1,map,C,1,3,56.41,11.99,6,2.00,44.42,0,7,0,7,2898.07,2.69,4.72,19.87,105.80,102.23,-2.69,106.10,113.11,41.22,55.30,40.62,0.1667,41.22,55.30,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,6,6,0
P23,SITE1,tsunami,A,2,7,85.05,15.75,6,2.63,69.30,0,0,15,15,3789.64,2.21,3.12,42.83,71.45,48.41,41.32,29.69,32.74,73.33,77.22,70.30,0.0000,,,,,,,,,0,14,0
P23,SITE1,tsunami,B,2,5,93.55,16.61,6,2.77,76.94,0,0,16,16,3024.00,3.08,2.81,78.85,79.94,74.91,75.69,10.88,6.63,81.10,71.58,67.74,0.0000,,,,,,,,,0,15,0
P23,SITE1,tsunami,C,2,6,69.20,15.84,6,2.64,53.37,0,0,12,12,2967.80,3.05,2.69,51.87,56.16,39.06,50.37,2.47,20.67,63.78,84.46,63.78,0.0000,,,,,,,,,0,11,0
P24,SITE1,baseline,A,1,1,86.16,14.00,6,2.33,72.16,90,0,0,90,3180.24,0.55,0.31,15.07,20.70,6.07,9.51,14.57,14.87,75.14,59.28,58.31,0.0000,,,,,,,,,0,89,0
P24,SITE1,baseline,B,1,2,52.51,7.73,6,1.29,44.78,43,0,0,43,2976.67,0.70,0.48,16.20,15.50,2.94,12.23,13.91,3.58,82.93,59.97,59.97,0.0000,,,,,,,,,0,42,0
P24,SITE1,baseline,C,1,3,69.19,11.25,6,1.88,57.94,47,0,0,47,3003.67,0.66,0.73,12.94,24.57,11.97,11.37,42.74,14.40,87.44,68.09,67.94,0.0000,,,,,,,,,0,46,0
P24,SITE1,map,A,2,7,29.71,8.55,6,1.42,21.16,0,7,0,7,2987.05,1.84,2.63,16.33,53.18,49.74,-1.87,55.31,57.00,55.19,40.48,40.48,0.0000,55.19,40.48,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P24,SITE1,map,B,2,5,52.19,12.91,6,2.15,39.28,0,8,0,8,2889.55,2.91,3.93,36.46,73.47,70.63,29.76,42.77,46.53,54.74,32.80,32.80,0.0000,54.74,32.80,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7,7,0
P24,SITE1,map,C,2,6,37.48,12.11,6,2.02,25.37,0,7,0,7,2889.86,2.51,3.14,34.11,112.80,105.57,18.47,95.27,95.84,65.11,34.64,34.64,0.3333,65.11,34.64,0.0000,0.0000,0.0000,0.1667,0.3333,0.3333,6,6,0
P24,SITE1,tsunami,A,3,10,50.77,8.92,6,1.49,41.85,0,0,22,22,3415.17,1.08,1.03,40.74,41.18,8.93,33.38,22.23,6.40,79.31,62.63,62.63,0.0000,,,,,,,,,0,21,0
P24,SITE1,tsunami,B,3,11,36.83,6.14,6,1.02,30.69,0,0,15,15,2923.72,1.23,1.23,62.63,64.60,33.17,56.51,39.35,5.80,83.17,63.49,63.49,0.0000,,,,,,,,,0,14,0
P24,SITE1,tsunami,C,3,9,66.95,8.94,6,1.49,58.01,0,0,29,29,3168.82,0.99,1.05,39.41,71.95,78.08,36.27,44.98,36.31,80.59,63.25,63.09,0.0000,,,,,,,,,0,28,0
P01,SITE2,baseline,A,1,1,80.70,17.94,6,2.99,62.76,42,0,0,42,3082.51,0.96,0.85,14.85,19.92,10.91,11.10,17.45,7.40,77.69,54.56,54.23,0.0000,,,,,,,,,0,41,0
P01,SITE2,baseline,B,1,2,63.34,10.77,6,1.79,52.57,33,0,0,33,2893.64,0.88,1.06,14.30,19.06,8.82,12.12,29.52,4.13,82.36,67.76,66.70,0.0000,,,,,,,,,0,32,0
P01,SITE2,baseline,C,1,3,65.27,11.90,6,1.98,53.37,36,0,0,36,3229.72,0.82,0.89,20.41,36.81,20.39,16.98,41.56,20.75,79.37,73.06,72.10,0.0000,,,,,,,,,0,35,0
P01,SITE2,map,A,2,7,52.26,16.57,6,2.76,35.69,0,7,0,7,3003.49,3.45,3.76,26.72,95.02,95.20,-25.47,109.62,98.43,31.20,49.16,26.07,0.1667,31.20,49.16,0.0000,0.1667,0.5000,0.0000,0.0000,0.0000,6,6,0
P01,SITE2,map,B,2,5,110.15,36.29,6,6.05,73.85,0,10,0,10,3121.32,6.21,5.29,69.98,101.64,92.17,53.59,50.29,46.74,31.81,62.06,30.82,0.3333,31.81,62.06,0.3333,0.3333,0.3333,0.0000,0.0000,0.0000,9,9,0
P01,SITE2,map,C,2,6,83.97,30.40,6,5.07,53.56,0,7,0,7,2899.74,6.43,5.26,78.94,107.43,137.90,79.15,26.23,39.18,31.70,69.08,31.70,0.1667,31.70,69.08,0.0000,0.1667,0.5000,0.0000,0.0000,0.0000,6,6,0
P01,SITE2,tsunami,A,3,10,47.59,15.91,6,2.65,31.68,0,0,15,15,3028.47,1.83,1.21,38.23,48.22,39.59,34.81,58.62,6.35,83.06,75.09,74.13,0.0000,,,,,,,,,0,14,0
P01,SITE2,tsunami,B,3,11,52.09,12.68,6,2.11,39.41,0,0,17,17,2891.76,1.41,1.59,23.79,42.02,19.78,22.45,67.73,13.16,83.54,76.40,75.62,0.0000,,,,,,,,,0,16,0
P01,SITE2,tsunami,C,3,9,71.45,19.20,6,3.20,52.26,0,0,28,28,2953.16,1.23,1.03,15.17,26.22,13.25,13.84,53.79,8.74,84.38,78.74,76.94,0.0000,,,,,,,,,0,27,0
P02,SITE2,baseline,A,1,3,74.60,7.39,6,1.23,67.21,39,0,0,39,3350.21,0.76,1.09,27.31,32.36,9.16,23.09,23.04,9.40,85.96,77.34,74.41,0.0000,,,,,,,,,0,38,0
P02,SITE2,baseline,B,1,1,70.30,15.83,6,2.64,54.48,34,0,0,34,2935.36,1.17,0.85,27.05,30.09,6.10,24.28,32.41,4.00,82.78,80.00,74.74,0.0000,,,,,,,,,0,33,1
P02,SITE2,baseline,C,1,2,56.02,8.46,6,1.41,47.56,33,0,0,33,3140.62,0.96,0.74,36.51,47.75,24.86,33.00,48.08,14.44,84.51,72.50,70.65,0.0000,,,,,,,,,0,32,0
P02,SITE2,map,A,2,6,45.37,9.00,6,1.50,36.37,0,13,0,13,3034.64,1.20,2.34,8.77,47.10,43.68,1.60,60.04,42.20,46.55,70.09,46.55,0.1667,46.55,70.09,0.0833,0.1667,0.1667,0.0000,0.0833,0.0833,12,12,0
P02,SITE2,map,B,2,7,55.59,10.98,6,1.83,44.61,0,17,0,17,2943.20,1.24,2.09,16.83,79.14,69.60,2.83,80.96,74.22,41.87,66.22,41.87,0.0625,41.87,66.22,0.0000,0.0625,0.1875,0.0000,0.0000,0.0000,16,16,0
P02,SITE2,map,C,2,5,48.77,8.74,6,1.46,40.04,0,9,0,9,2899.61,1.77,3.20,17.59,121.01,118.91,-0.47,112.76,119.73,23.96,68.13,23.96,0.6250,23.96,68.13,0.3750,0.6250,0.6250,0.0000,0.0000,0.0000,8,8,0
P02,SITE2,tsunami,A,3,9,55.68,6.59,6,1.10,49.09,0,0,20,20,5038.86,1.05,1.62,55.06,100.88,122.52,51.84,70.96,47.14,84.88,68.58,65.32,0.0526,,,,,,,,,0,19,0
P02,SITE2,tsunami,B,3,10,49.90,11.56,6,1.93,38.35,0,0,16,16,2946.45,1.67,1.27,55.75,70.20,38.42,48.11,75.05,15.98,89.99,63.14,61.86,0.0000,,,,,,,,,0,15,0
P02,SITE2,tsunami,C,3,11,52.23,6.13,6,1.02,46.11,0,0,17,17,3398.55,1.31,1.78,62.11,74.21,61.49,40.20,44.09,38.61,91.13,64.57,63.83,0.0000,,,,,,,,,0,16,0
P03,SITE2,baseline,A,1,2,90.53,11.94,6,1.99,78.58,55,0,0,55,3101.83,0.75,0.78,13.26,16.43,8.26,7.43,23.82,8.72,95.50,60.96,60.96,0.0000,,,,,,,,,0,54,0
P03,SITE2,baseline,B,1,3,75.30,14.60,6,2.43,60.70,50,0,0,50,2905.70,0.79,0.70,14.17,15.95,2.99,10.80,28.06,5.39,93.72,65.14,65.14,0.0000,,,,,,,,,0,49,0
P03,SITE2,baseline,C,1,1,85.36,11.24,6,1.87,74.12,36,0,0,36,3045.11,1.28,1.08,38.45,46.86,11.31,31.19,33.17,17.10,91.31,54.63,54.56,0.0000,,,,,,,,,0,35,0
P03,SITE2,map,A,2,5,68.96,17.44,6,2.91,51.52,0,7,0,7,3001.85,5.53,4.50,66.39,66.24,76.23,62.07,5.63,4.30,29.83,52.74,29.83,0.0000,29.83,52.74,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,6,6,0
P03,SITE2,map,B,2,6,73.47,13.26,6,2.21,60.22,0,7,0,7,2882.89,3.74,5.30,54.19,60.68,67.58,50.55,9.79,11.05,31.72,51.24,31.72,0.1667,31.72,51.24,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,6,6,0
P03,SITE2,map,C,2,7,69.54,17.07,6,2.85,52.47,0,8,0,8,2923.00,3.79,5.15,60.74,91.55,68.15,59.76,35.58,32.86,34.10,58.68,34.10,0.1429,34.10,58.68,0.0000,0.1429,0.4286,0.0000,0.0000,0.0000,7,7,0
P03,SITE2,tsunami,A,3,11,67.23,13.06,6,2.18,54.16,0,0,13,13,3063.64,2.62,2.70,71.16,77.35,51.56,63.68,66.94,13.54,95.93,68.46,68.15,0.0000,,,,,,,,,0,12,0
P03,SITE2,tsunami,B,3,9,58.44,8.52,6,1.42,49.93,0,0,10,10,2918.28,2.20,3.05,62.34,69.80,81.26,59.30,46.09,14.68,94.47,67.65,67.52,0.0000,,,,,,,,,0,9,0
P03,SITE2,tsunami,C,3,10,71.68,8.16,6,1.36,63.51,0,0,14,14,3206.09,1.77,2.73,75.35,106.74,134.96,52.00,77.38,58.79,91.98,68.09,67.17,0.0000,,,,,,,,,0,13,0
P04,SITE2,baseline,A,3,10,74.16,11.72,6,1.95,62.43,38,0,0,38,3096.60,0.94,0.99,16.32,19.86,10.06,13.30,37.77,8.12,99.09,69.79,69.79,0.0000,,,,,,,,,0,37,0
P04,SITE2,baseline,B,3,11,57.56,10.02,6,1.67,47.54,32,0,0,32,2906.68,0.94,0.88,16.97,19.33,4.60,14.43,27.13,4.81,91.14,71.23,70.06,0.0000,,,,,,,,,0,31,0
P04,SITE2,baseline,C,3,9,60.94,8.35,6,1.39,52.59,38,0,0,38,3220.79,0.86,0.74,19.74,29.56,8.39,17.37,31.34,14.65,90.56,68.45,68.17,0.0000,,,,,,,,,0,37,0
P04,SITE2,map,A,1,1,48.49,12.97,6,2.16,35.52,0,7,0,7,2998.69,3.10,4.03,17.43,67.11,68.39,13.48,51.28,51.99,45.21,54.30,44.07,0.0000,45.21,54.30,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,6,6,0
P04,SITE2,map,B,1,2,96.30,50.15,6,8.36,46.15,0,7,0,7,2895.15,11.14,4.04,18.79,53.20,53.52,8.76,47.70,45.39,32.31,52.90,31.71,0.3333,32.31,52.90,0.0000,0.3333,0.5000,0.0000,0.0000,0.0000,6,6,0
P04,SITE2,map,C,1,3,47.79,13.98,6,2.33,33.82,0,7,0,7,2908.34,2.89,3.55,25.46,114.16,119.77,-1.13,126.78,118.51,48.13,49.94,42.22,0.0000,48.13,49.94,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P04,SITE2,tsunami,A,2,7,61.92,10.19,6,1.70,51.73,0,0,14,14,3921.62,2.42,1.80,78.70,85.34,43.22,75.33,56.82,6.85,85.16,43.52,43.52,0.0000,,,,,,,,,0,13,0
P04,SITE2,tsunami,B,2,5,68.33,11.80,6,1.97,56.54,0,0,10,10,2944.53,3.21,3.68,86.83,88.35,80.41,83.29,30.13,2.34,92.09,48.09,48.09,0.0000,,,,,,,,,0,9,0
P04,SITE2,tsunami,C,2,6,57.84,8.84,6,1.47,49.00,0,0,11,11,2914.37,2.94,1.97,65.20,64.98,72.90,61.39,20.93,6.05,73.66,36.10,36.10,0.0000,,,,,,,,,0,10,0
P05,SITE2,baseline,A,3,9,64.27,7.04,6,1.17,57.23,37,0,0,37,3072.24,0.94,0.78,14.01,19.07,9.73,12.50,59.22,7.34,106.41,77.52,77.52,0.0000,,,,,,,,,0,36,0
P05,SITE2,baseline,B,3,10,59.01,7.26,6,1.21,51.74,30,0,0,30,2931.59,1.00,0.96,24.57,27.39,5.70,20.30,79.35,6.99,93.62,80.53,77.87,0.0000,,,,,,,,,0,29,0
P05,SITE2,baseline,C,3,11,67.41,7.71,6,1.29,59.69,36,0,0,36,3017.78,0.97,0.80,26.23,30.43,8.55,19.88,58.04,10.30,103.61,73.60,73.60,0.0000,,,,,,,,,0,35,0
P05,SITE2,map,A,1,3,53.26,10.49,6,1.75,42.78,0,7,0,7,3000.58,3.02,4.63,40.59,64.95,65.97,17.05,42.08,44.63,39.31,70.88,39.31,0.0000,39.31,70.88,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P05,SITE2,map,B,1,1,68.09,13.46,6,2.24,54.63,0,8,0,8,2892.49,3.64,5.10,41.03,49.62,58.19,23.43,38.35,41.95,38.14,68.30,38.14,0.1429,38.14,68.30,0.1429,0.1429,0.1429,0.0000,0.0000,0.0000,7,7,0
P05,SITE2,map,C,1,2,83.10,11.79,6,1.97,71.31,0,13,0,13,2927.94,2.37,3.98,36.30,61.93,41.83,26.93,73.74,38.84,31.91,66.62,31.91,0.0833,31.91,66.62,0.0833,0.0833,0.3333,0.0000,0.0000,0.0000,12,12,0
P05,SITE2,tsunami,A,2,6,54.06,9.16,6,1.53,44.89,0,0,14,14,4013.62,1.87,2.05,53.42,59.58,48.18,52.82,63.01,3.94,83.82,48.37,48.37,0.0000,,,,,,,,,0,13,0
P05,SITE2,tsunami,B,2,7,48.75,8.56,6,1.43,40.19,0,0,22,22,2929.44,1.39,0.84,32.16,32.94,10.06,28.39,103.61,4.16,110.09,57.10,57.10,0.1429,,,,,,,,,0,21,0
P05,SITE2,tsunami,C,2,5,58.31,11.80,6,1.97,46.51,0,0,13,13,3097.84,2.85,1.44,82.84,91.49,89.70,82.41,73.89,5.28,83.60,49.14,48.39,0.0833,,,,,,,,,0,12,0
P06,SITE2,baseline,A,3,11,63.19,10.24,6,1.71,52.96,39,0,0,39,3077.57,0.80,0.80,14.88,16.34,7.09,10.15,22.16,6.86,92.56,69.55,69.55,0.0000,,,,,,,,,0,38,0
P06,SITE2,baseline,B,3,9,100.93,12.08,6,2.01,88.85,52,0,0,52,2947.12,0.97,1.02,19.52,17.51,4.28,11.95,25.08,7.82,89.64,65.79,65.70,0.0000,,,,,,,,,0,51,3
P06,SITE2,baseline,C,3,10,79.22,8.82,6,1.47,70.39,45,0,0,45,3207.00,0.82,0.92,17.35,30.47,14.41,14.70,28.00,18.16,94.36,65.39,65.39,0.0000,,,,,,,,,0,44,0
P06,SITE2,map,A,1,2,65.77,22.40,6,3.73,43.37,0,7,0,7,3008.05,5.33,4.39,47.61,70.94,69.01,44.23,30.57,29.23,70.85,51.15,47.25,0.0000,70.85,51.15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P06,SITE2,map,B,1,3,53.00,13.69,6,2.28,39.31,0,7,0,7,2887.63,3.52,4.21,31.32,45.97,34.08,13.92,29.95,28.32,45.56,57.60,44.93,0.0000,45.56,57.60,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P06,SITE2,map,C,1,1,85.15,21.32,6,3.55,63.83,0,7,0,7,2898.49,5.85,5.65,54.30,70.30,73.07,51.74,36.16,22.58,33.81,66.25,33.81,0.0000,33.81,66.25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P06,SITE2,tsunami,A,2,5,97.63,20.27,6,3.38,77.36,0,0,19,19,3202.41,2.63,2.42,61.16,76.60,54.33,56.57,31.20,26.40,86.06,64.86,61.90,0.0000,,,,,,,,,0,18,0
P06,SITE2,tsunami,B,2,6,62.76,14.89,6,2.48,47.87,0,0,11,11,2959.70,3.23,2.46,56.26,65.71,54.67,49.46,33.95,22.90,96.60,66.00,66.00,0.0000,,,,,,,,,0,10,0
P06,SITE2,tsunami,C,2,7,59.87,10.11,6,1.68,49.76,0,0,11,11,2936.85,2.76,2.05,86.13,108.94,115.49,71.00,57.29,35.81,89.33,57.88,57.88,0.0000,,,,,,,,,0,10,0
P07,SITE2,baseline,A,2,7,56.92,12.43,6,2.07,44.50,55,0,0,55,3095.77,0.66,0.32,11.50,19.18,5.16,8.66,13.54,9.44,77.68,52.26,52.18,0.0000,,,,,,,,,0,54,0
P07,SITE2,baseline,B,2,5,85.55,14.12,6,2.35,71.42,33,0,0,33,2961.91,1.39,1.03,32.13,31.33,6.58,24.33,17.32,5.81,74.14,52.77,52.71,0.0000,,,,,,,,,0,32,0
P07,SITE2,baseline,C,2,6,68.22,16.27,6,2.71,51.94,32,0,0,32,2994.30,1.07,0.91,17.64,34.64,4.39,15.76,33.59,16.64,78.40,59.30,58.96,0.0323,,,,,,,,,0,31,0
P07,SITE2,map,A,3,10,61.17,18.94,6,3.16,42.23,0,8,0,8,3003.28,4.33,3.58,49.43,64.77,64.03,42.56,23.70,31.10,53.04,50.09,40.64,0.0000,53.04,50.09,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,7,7,0
P07,SITE2,map,B,3,11,67.33,25.42,6,4.24,41.91,0,7,0,7,2841.38,5.45,3.71,56.40,75.21,64.64,-0.34,68.55,75.93,44.34,56.73,39.93,0.1667,44.34,56.73,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,6,6,0
P07,SITE2,map,C,3,9,97.78,28.19,6,4.70,69.59,0,7,0,7,2899.03,7.52,4.61,83.30,64.21,74.68,36.33,20.85,33.24,60.42,60.68,55.69,0.0000,60.42,60.68,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P07,SITE2,tsunami,A,1,1,131.18,36.59,6,6.10,94.59,0,0,17,17,3814.81,4.71,2.16,127.00,142.19,161.61,128.04,19.88,15.58,73.44,48.35,48.35,0.0000,,,,,,,,,0,16,0
P07,SITE2,tsunami,B,1,2,65.93,15.17,6,2.53,50.76,0,0,15,15,2922.38,2.14,1.90,38.53,41.87,19.83,34.75,14.57,6.06,67.36,45.65,44.75,0.0000,,,,,,,,,0,14,0
P07,SITE2,tsunami,C,1,3,67.14,16.48,6,2.75,50.66,0,0,13,13,3238.88,3.08,2.15,93.97,102.27,97.11,95.72,10.03,5.61,70.58,48.85,48.44,0.0000,,,,,,,,,0,12,0
P08,SITE2,baseline,A,2,6,74.97,8.96,6,1.49,66.01,52,0,0,52,3111.79,0.68,0.69,12.05,19.46,10.50,10.47,39.56,9.98,77.61,78.17,72.93,0.0000,,,,,,,,,0,51,0
P08,SITE2,baseline,B,2,7,56.79,10.60,6,1.77,46.19,38,0,0,38,2906.54,0.80,0.60,9.92,18.77,11.21,7.40,58.97,5.38,77.29,82.31,75.13,0.0000,,,,,,,,,0,37,0
P08,SITE2,baseline,C,2,5,88.13,10.81,6,1.80,77.31,35,0,0,35,3021.11,1.01,1.51,24.12,30.78,14.87,19.79,31.49,12.12,79.00,73.13,69.48,0.0000,,,,,,,,,0,34,0
P08,SITE2,map,A,3,9,83.19,25.48,6,4.25,57.71,0,11,0,11,3557.30,3.01,3.59,19.40,79.68,73.30,13.55,69.12,68.51,59.93,44.08,41.91,0.0000,59.93,44.08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,0
P08,SITE2,map,B,3,10,63.68,23.24,6,3.87,40.45,0,7,0,7,2889.01,5.13,4.57,53.07,79.17,77.92,49.88,48.77,32.72,66.34,57.32,52.78,0.0000,66.34,57.32,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P08,SITE2,map,C,3,11,47.08,15.37,6,2.56,31.70,0,7,0,7,2885.00,3.17,3.84,18.08,121.21,110.34,-11.85,122.73,131.66,65.88,45.63,45.63,0.0000,65.88,45.63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
