ParticipantUID,ParticipantID,Location,Method,MethodOrder,SourceFile,Run,Trial,Distance,HoldTime,CompletionTime,AimingRatio,AimingSpeed,LandingPos_x,LandingPos_z,AimingError,RecommendedExclude,RepeatedFailureGroup,RepeatedFailureTrialExclude,DecisionReason
SITE1_P11,P11,SITE1,map,3,P11_precision_map_8.csv,8,6,200,1.514,2.319,0.6529,132.1004,-67.400,2.100,2.285,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,map,3,P11_precision_map_8.csv,8,7,50,2.403,2.917,0.8238,20.8073,81.800,-2.800,2.802,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,map,3,P11_precision_map_8.csv,8,8,100,2.028,2.444,0.8298,49.3097,30.800,1.400,1.664,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,map,3,P11_precision_map_8.csv,8,9,200,2.430,2.944,0.8254,82.3045,-64.800,-0.100,3.501,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,tsunami,2,P11_precision_tsunami_4.csv,4,1,50,1.390,1.390,1.0000,35.9712,85.300,-0.600,3.650,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,tsunami,2,P11_precision_tsunami_4.csv,4,2,100,1.396,3.246,0.4301,71.6332,34.900,0.500,3.239,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,tsunami,2,P11_precision_tsunami_4.csv,4,3,200,1.842,2.558,0.7201,108.5776,-70.400,-2.400,3.189,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,tsunami,2,P11_precision_tsunami_4.csv,4,4,50,1.233,2.397,0.5144,40.5515,83.800,0.100,2.102,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,tsunami,2,P11_precision_tsunami_4.csv,4,5,100,1.565,2.102,0.7445,63.8978,38.600,0.200,6.903,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,tsunami,2,P11_precision_tsunami_4.csv,4,6,200,1.872,2.415,0.7752,106.8376,-69.500,0.200,1.217,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,tsunami,2,P11_precision_tsunami_4.csv,4,7,50,1.398,2.249,0.6216,35.7654,94.200,-1.000,12.540,true,false,false,Isolated upper-IQR trial; error >=25% of nominal distance; two matching repetitions in range; raw selected/landing point verified.
SITE1_P11,P11,SITE1,tsunami,2,P11_precision_tsunami_4.csv,4,8,100,1.401,1.935,0.7240,71.3776,32.500,1.500,1.700,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P11,P11,SITE1,tsunami,2,P11_precision_tsunami_4.csv,4,9,200,1.670,2.226,0.7502,119.7605,-52.900,-1.000,15.432,false,false,false,Retain: isolated outlier but below the conservative 25% distance threshold.
SITE1_P12,P12,SITE1,baseline,1,P12_precision_baseline_0.csv,0,1,50,6.263,6.263,1.0000,7.9834,80.100,-0.900,1.836,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,baseline,1,P12_precision_baseline_0.csv,0,2,100,7.736,16.598,0.4661,12.9266,27.800,-0.900,4.002,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,baseline,1,P12_precision_baseline_0.csv,0,3,200,7.847,11.083,0.7080,25.4874,-73.300,-2.600,5.636,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,baseline,1,P12_precision_baseline_0.csv,0,4,50,2.194,4.820,0.4552,22.7894,78.900,-1.000,2.973,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,baseline,1,P12_precision_baseline_0.csv,0,5,100,3.833,6.180,0.6202,26.0892,33.600,-0.700,2.025,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,baseline,1,P12_precision_baseline_0.csv,0,6,200,6.889,9.958,0.6918,29.0318,-72.200,-2.800,4.801,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,baseline,1,P12_precision_baseline_0.csv,0,7,50,2.320,4.945,0.4692,21.5517,83.500,-0.500,1.868,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,baseline,1,P12_precision_baseline_0.csv,0,8,100,4.139,6.222,0.6652,24.1604,31.100,-0.800,1.000,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,baseline,1,P12_precision_baseline_0.csv,0,9,200,5.417,7.361,0.7359,36.9208,-63.100,-1.300,5.360,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,map,3,P12_precision_map_8.csv,8,1,50,7.098,7.101,0.9996,7.0442,81.400,-8.100,8.106,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,map,3,P12_precision_map_8.csv,8,2,100,1.973,4.428,0.4456,50.6842,38.200,-5.200,8.324,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,map,3,P12_precision_map_8.csv,8,3,200,1.223,3.640,0.3360,163.5323,-64.600,-2.300,4.357,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,map,3,P12_precision_map_8.csv,8,4,50,2.444,4.332,0.5642,20.4583,76.100,-1.000,5.689,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,map,3,P12_precision_map_8.csv,8,5,100,1.377,2.487,0.5537,72.6216,37.200,2.200,5.924,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,map,3,P12_precision_map_8.csv,8,6,200,2.098,3.194,0.6569,95.3289,-62.200,4.400,7.521,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,map,3,P12_precision_map_8.csv,8,7,50,1.945,2.875,0.6765,25.7069,79.400,0.400,2.335,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,map,3,P12_precision_map_8.csv,8,8,100,1.014,1.763,0.5752,98.6193,27.100,-2.900,5.438,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,map,3,P12_precision_map_8.csv,8,9,200,2.195,2.834,0.7745,91.1162,-69.600,-0.900,1.581,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,tsunami,2,P12_precision_tsunami_4.csv,4,1,50,2.972,2.973,0.9997,16.8237,88.400,0.000,6.700,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,tsunami,2,P12_precision_tsunami_4.csv,4,2,100,2.631,3.341,0.7875,38.0084,35.200,-1.200,3.700,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,tsunami,2,P12_precision_tsunami_4.csv,4,3,200,2.535,3.652,0.6941,78.8955,-71.600,0.000,3.300,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,tsunami,2,P12_precision_tsunami_4.csv,4,4,50,1.608,4.217,0.3813,31.0945,80.700,-0.100,1.005,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,tsunami,2,P12_precision_tsunami_4.csv,4,5,100,2.061,3.316,0.6215,48.5201,35.100,0.000,3.400,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,tsunami,2,P12_precision_tsunami_4.csv,4,6,200,2.095,3.475,0.6029,95.4654,-67.400,-0.400,0.985,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,tsunami,2,P12_precision_tsunami_4.csv,4,7,50,1.508,3.379,0.4463,33.1565,83.700,0.200,2.010,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,tsunami,2,P12_precision_tsunami_4.csv,4,8,100,1.945,3.138,0.6198,51.4139,32.300,-0.800,1.000,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P12,P12,SITE1,tsunami,2,P12_precision_tsunami_4.csv,4,9,200,1.633,2.774,0.5887,122.4740,-65.100,0.400,3.225,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,baseline,2,P13_precision_baseline_4.csv,4,1,50,2.084,2.084,1.0000,23.9923,84.500,-1.400,3.130,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,baseline,2,P13_precision_baseline_4.csv,4,2,100,2.640,4.570,0.5777,37.8788,33.100,-2.300,2.693,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,baseline,2,P13_precision_baseline_4.csv,4,3,200,4.083,6.153,0.6636,48.9836,-55.700,-2.100,12.774,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,baseline,2,P13_precision_baseline_4.csv,4,4,50,0.763,1.263,0.6041,65.5308,-15.800,2.000,97.521,true,false,false,Isolated upper-IQR trial; error >=25% of nominal distance; two matching repetitions in range; raw selected/landing point verified.
SITE1_P13,P13,SITE1,baseline,2,P13_precision_baseline_4.csv,4,5,100,1.598,3.278,0.4875,62.5782,43.200,-1.500,11.597,false,false,false,Retain: matching repetitions do not support one isolated failure.
SITE1_P13,P13,SITE1,baseline,2,P13_precision_baseline_4.csv,4,6,200,2.458,4.125,0.5959,81.3670,-63.400,-2.000,5.292,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,baseline,2,P13_precision_baseline_4.csv,4,7,50,1.167,2.931,0.3982,42.8449,84.700,-1.200,3.231,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,baseline,2,P13_precision_baseline_4.csv,4,8,100,1.403,3.138,0.4471,71.2758,42.900,-2.000,11.377,false,false,false,Retain: matching repetitions do not support one isolated failure.
SITE1_P13,P13,SITE1,baseline,2,P13_precision_baseline_4.csv,4,9,200,2.042,3.403,0.6001,97.9432,-60.800,-1.500,7.649,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,map,1,P13_precision_map_0.csv,0,1,50,10.763,10.767,0.9996,4.6455,85.100,0.300,3.413,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,map,1,P13_precision_map_0.csv,0,2,100,4.083,10.275,0.3974,24.4918,32.000,1.300,1.334,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,map,1,P13_precision_map_0.csv,0,3,200,5.861,8.944,0.6553,34.1239,-61.900,-3.300,7.201,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,map,1,P13_precision_map_0.csv,0,4,50,3.375,7.126,0.4736,14.8148,83.900,5.900,6.297,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,map,1,P13_precision_map_0.csv,0,5,100,3.028,6.180,0.4900,33.0251,36.700,0.500,5.025,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,map,1,P13_precision_map_0.csv,0,6,200,2.236,5.375,0.4160,89.4454,-67.300,-0.300,1.044,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,map,1,P13_precision_map_0.csv,0,7,50,2.473,5.625,0.4396,20.2184,85.200,-1.100,3.669,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,map,1,P13_precision_map_0.csv,0,8,100,2.584,5.820,0.4440,38.6997,31.000,0.900,1.140,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,map,1,P13_precision_map_0.csv,0,9,200,2.361,6.291,0.3753,84.7099,-67.000,-1.800,2.220,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,tsunami,3,P13_precision_tsunami_8.csv,8,1,50,2.245,2.245,1.0000,22.2717,83.200,-0.300,1.530,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,tsunami,3,P13_precision_tsunami_8.csv,8,2,100,2.066,4.286,0.4820,48.4027,26.000,0.100,5.701,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,tsunami,3,P13_precision_tsunami_8.csv,8,3,200,2.414,4.597,0.5251,82.8500,-71.500,-0.100,3.202,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,tsunami,3,P13_precision_tsunami_8.csv,8,4,50,1.768,3.684,0.4799,28.2805,71.600,-0.200,10.102,false,false,false,Retain: matching repetitions do not support one isolated failure.
SITE1_P13,P13,SITE1,tsunami,3,P13_precision_tsunami_8.csv,8,5,100,1.953,3.870,0.5047,51.2033,27.400,-0.300,4.310,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,tsunami,3,P13_precision_tsunami_8.csv,8,6,200,2.635,4.516,0.5835,75.9013,-72.600,-2.100,4.785,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,tsunami,3,P13_precision_tsunami_8.csv,8,7,50,2.219,4.053,0.5475,22.5327,75.600,0.600,6.129,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P13,P13,SITE1,tsunami,3,P13_precision_tsunami_8.csv,8,8,100,2.625,4.462,0.5883,38.0952,17.600,0.500,14.109,false,false,false,Retain: matching repetitions do not support one isolated failure.
SITE1_P13,P13,SITE1,tsunami,3,P13_precision_tsunami_8.csv,8,9,200,2.576,4.488,0.5740,77.6398,-96.000,0.500,27.705,false,false,false,Retain: isolated outlier but below the conservative 25% distance threshold.
SITE1_P14,P14,SITE1,baseline,2,P14_precision_baseline_4.csv,4,1,50,1.500,1.500,1.0000,33.3333,82.200,0.200,0.539,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,baseline,2,P14_precision_baseline_4.csv,4,2,100,2.847,5.194,0.5481,35.1247,28.900,1.200,3.046,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,baseline,2,P14_precision_baseline_4.csv,4,3,200,4.333,6.876,0.6302,46.1574,-66.300,1.500,2.500,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,baseline,2,P14_precision_baseline_4.csv,4,4,50,0.667,2.763,0.2414,74.9625,84.500,0.400,2.828,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,baseline,2,P14_precision_baseline_4.csv,4,5,100,3.500,4.764,0.7347,28.5714,38.800,-0.500,7.118,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,baseline,2,P14_precision_baseline_4.csv,4,6,200,4.625,6.139,0.7534,43.2432,-63.300,0.800,5.064,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,baseline,2,P14_precision_baseline_4.csv,4,7,50,2.070,3.639,0.5688,24.1546,82.500,0.600,1.000,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,baseline,2,P14_precision_baseline_4.csv,4,8,100,2.014,3.222,0.6251,49.6524,29.800,0.900,2.102,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,baseline,2,P14_precision_baseline_4.csv,4,9,200,4.528,5.625,0.8050,44.1696,-63.300,0.600,5.036,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,map,1,P14_precision_map_0.csv,0,1,50,9.458,9.464,0.9994,5.2865,80.100,3.600,3.940,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,map,1,P14_precision_map_0.csv,0,2,100,10.251,14.746,0.6952,9.7551,35.000,-0.600,3.354,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,map,1,P14_precision_map_0.csv,0,3,200,5.362,8.847,0.6061,37.2995,-63.700,4.500,6.435,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,map,1,P14_precision_map_0.csv,0,4,50,2.750,5.125,0.5366,18.1818,84.600,4.000,4.941,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,map,1,P14_precision_map_0.csv,0,5,100,2.848,5.528,0.5152,35.1124,35.500,5.400,6.603,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,map,1,P14_precision_map_0.csv,0,6,200,3.098,6.056,0.5116,64.5578,-62.400,1.500,6.088,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,map,1,P14_precision_map_0.csv,0,7,50,2.682,4.514,0.5942,18.6428,87.600,3.200,6.712,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,map,1,P14_precision_map_0.csv,0,8,100,1.764,3.582,0.4925,56.6893,39.600,7.000,10.555,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,map,1,P14_precision_map_0.csv,0,9,200,2.374,11.237,0.2113,84.2460,-59.700,9.600,12.889,false,false,false,Retain: matching repetitions do not support one isolated failure.
SITE1_P14,P14,SITE1,tsunami,3,P14_precision_tsunami_8.csv,8,1,50,5.072,5.072,1.0000,9.8580,79.000,0.100,2.702,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,tsunami,3,P14_precision_tsunami_8.csv,8,2,100,6.545,9.123,0.7174,15.2788,32.900,-0.400,1.265,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,tsunami,3,P14_precision_tsunami_8.csv,8,3,200,8.227,9.926,0.8288,24.3102,-69.000,-0.600,0.922,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,tsunami,3,P14_precision_tsunami_8.csv,8,4,50,7.849,10.302,0.7619,6.3702,80.800,0.100,0.906,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,tsunami,3,P14_precision_tsunami_8.csv,8,5,100,2.604,5.391,0.4830,38.4025,31.300,0.100,0.412,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,tsunami,3,P14_precision_tsunami_8.csv,8,6,200,4.158,5.852,0.7105,48.1000,-68.300,0.100,0.100,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,tsunami,3,P14_precision_tsunami_8.csv,8,7,50,3.437,4.636,0.7414,14.5476,80.000,0.000,1.700,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,tsunami,3,P14_precision_tsunami_8.csv,8,8,100,4.059,5.138,0.7900,24.6366,33.500,-0.500,1.868,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P14,P14,SITE1,tsunami,3,P14_precision_tsunami_8.csv,8,9,200,8.254,9.716,0.8495,24.2307,-68.400,0.300,0.316,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,baseline,2,P15_precision_baseline_4.csv,4,1,50,2.111,2.111,1.0000,23.6855,81.300,-1.000,1.077,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,baseline,2,P15_precision_baseline_4.csv,4,2,100,5.139,7.833,0.6561,19.4590,32.100,-1.300,1.360,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,baseline,2,P15_precision_baseline_4.csv,4,3,200,5.500,7.931,0.6935,36.3636,-71.600,-0.300,3.314,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,baseline,2,P15_precision_baseline_4.csv,4,4,50,2.750,4.555,0.6037,18.1818,78.700,-0.900,3.132,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,baseline,2,P15_precision_baseline_4.csv,4,5,100,2.153,4.195,0.5132,46.4468,33.800,-0.800,2.247,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,baseline,2,P15_precision_baseline_4.csv,4,6,200,3.042,5.153,0.5903,65.7462,-70.700,-1.900,3.061,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,baseline,2,P15_precision_baseline_4.csv,4,7,50,2.305,4.681,0.4924,21.6920,78.000,-0.400,3.722,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,baseline,2,P15_precision_baseline_4.csv,4,8,100,2.208,4.166,0.5300,45.2899,36.500,-0.700,4.851,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,baseline,2,P15_precision_baseline_4.csv,4,9,200,3.791,5.805,0.6531,52.7565,-65.700,0.100,2.602,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,map,1,P15_precision_map_0.csv,0,1,50,12.403,12.408,0.9996,4.0313,93.100,0.300,11.404,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,map,1,P15_precision_map_0.csv,0,2,100,5.542,10.024,0.5529,18.0440,34.100,0.400,2.433,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,map,1,P15_precision_map_0.csv,0,3,200,4.487,8.431,0.5322,44.5732,-66.400,1.800,2.617,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,map,1,P15_precision_map_0.csv,0,4,50,5.833,10.846,0.5378,8.5719,86.000,0.600,4.342,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,map,1,P15_precision_map_0.csv,0,5,100,2.972,5.986,0.4965,33.6474,34.900,2.600,4.123,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,map,1,P15_precision_map_0.csv,0,6,200,7.167,10.862,0.6598,27.9057,-55.600,2.600,12.963,false,false,false,Retain: isolated outlier but below the conservative 25% distance threshold.
SITE1_P15,P15,SITE1,map,1,P15_precision_map_0.csv,0,7,50,8.292,12.639,0.6561,6.0299,94.200,-2.600,12.768,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,map,1,P15_precision_map_0.csv,0,8,100,6.875,10.874,0.6322,14.5455,30.100,-0.400,1.649,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,map,1,P15_precision_map_0.csv,0,9,200,5.234,9.223,0.5675,38.2117,-67.700,0.400,0.721,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,tsunami,3,P15_precision_tsunami_8.csv,8,1,50,1.489,1.489,1.0000,33.5796,85.700,0.600,4.045,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,tsunami,3,P15_precision_tsunami_8.csv,8,2,100,2.077,4.940,0.4204,48.1464,27.500,0.000,4.200,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,tsunami,3,P15_precision_tsunami_8.csv,8,3,200,2.306,4.852,0.4753,86.7303,-69.300,0.000,1.000,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,tsunami,3,P15_precision_tsunami_8.csv,8,4,50,1.475,3.610,0.4086,33.8983,86.900,0.300,5.209,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,tsunami,3,P15_precision_tsunami_8.csv,8,5,100,1.933,4.171,0.4634,51.7331,29.700,0.700,2.119,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,tsunami,3,P15_precision_tsunami_8.csv,8,6,200,2.539,4.639,0.5473,78.7712,-76.200,0.500,7.916,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,tsunami,3,P15_precision_tsunami_8.csv,8,7,50,1.598,4.008,0.3987,31.2891,77.900,-0.600,3.847,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,tsunami,3,P15_precision_tsunami_8.csv,8,8,100,1.649,3.689,0.4470,60.6428,32.100,0.100,0.412,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P15,P15,SITE1,tsunami,3,P15_precision_tsunami_8.csv,8,9,200,2.480,4.487,0.5527,80.6452,-62.300,1.500,6.185,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,baseline,3,P16_precision_baseline_8.csv,8,1,50,1.542,1.542,1.0000,32.4254,81.000,0.700,0.990,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,baseline,3,P16_precision_baseline_8.csv,8,2,100,2.278,4.459,0.5109,43.8982,29.000,1.000,2.879,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,baseline,3,P16_precision_baseline_8.csv,8,3,200,14.195,15.583,0.9109,14.0895,-73.500,0.400,5.215,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,baseline,3,P16_precision_baseline_8.csv,8,4,50,2.375,4.152,0.5720,21.0526,79.700,0.500,2.062,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,baseline,3,P16_precision_baseline_8.csv,8,5,100,1.959,3.029,0.6467,51.0465,31.500,0.400,0.447,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,baseline,3,P16_precision_baseline_8.csv,8,6,200,3.806,4.694,0.8108,52.5486,-71.300,0.100,3.002,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,baseline,3,P16_precision_baseline_8.csv,8,7,50,2.014,3.236,0.6224,24.8262,82.200,0.500,0.707,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,baseline,3,P16_precision_baseline_8.csv,8,8,100,2.084,2.986,0.6979,47.9846,30.000,0.400,1.746,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,baseline,3,P16_precision_baseline_8.csv,8,9,200,4.097,5.084,0.8059,48.8162,-74.600,1.700,6.525,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,map,2,P16_precision_map_4.csv,4,1,50,4.250,4.252,0.9995,11.7647,83.100,-4.200,4.427,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,map,2,P16_precision_map_4.csv,4,2,100,1.751,3.902,0.4487,57.1102,37.900,-0.200,6.203,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,map,2,P16_precision_map_4.csv,4,3,200,1.528,3.292,0.4642,130.8901,-52.400,9.200,18.370,false,false,false,Retain: matching repetitions do not support one isolated failure.
SITE1_P16,P16,SITE1,map,2,P16_precision_map_4.csv,4,4,50,1.250,2.347,0.5326,40.0000,88.900,0.500,7.217,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,map,2,P16_precision_map_4.csv,4,5,100,1.125,2.764,0.4070,88.8889,38.600,0.400,6.912,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,map,2,P16_precision_map_4.csv,4,6,200,1.209,2.625,0.4606,165.4260,-56.600,0.500,11.711,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,map,2,P16_precision_map_4.csv,4,7,50,1.209,2.280,0.5303,41.3565,86.500,-0.900,4.884,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,map,2,P16_precision_map_4.csv,4,8,100,0.931,1.872,0.4973,107.4114,35.200,1.900,3.982,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,map,2,P16_precision_map_4.csv,4,9,200,1.389,2.334,0.5951,143.9885,-67.200,4.600,4.730,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,tsunami,1,P16_precision_tsunami_0.csv,0,1,50,3.240,3.240,1.0000,15.4321,79.600,-0.200,2.110,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,tsunami,1,P16_precision_tsunami_0.csv,0,2,100,4.120,12.247,0.3364,24.2718,24.700,-0.400,7.011,false,false,false,Retain: not an upper-IQR candidate.
SITE1_P16,P16,SITE1,tsunami,1,P16_precision_tsunami_0.csv,0,3,200,2.698,6.064,0.4449,74.1290,-85.300,-2.000,17.117,false,false,false,Retain: matching repetitions do not support one isolated failure.
SITE1_P16,P16,SITE1,tsunami,1,P16_precision_tsunami_0.csv,0,4,50,2.253,4.418,0.5100,22.1926,78.100,-0.300,3.612,false,false,false,Retain: not an upper-IQR candidate.
